"RAVENSTHORPE",,,,,,,,,,,,
Grid ref,SP682704,Long,-1.000684,Lat,52.327465,,,,,,,
Station no,1121/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.35,1.64,1.15,1.04,1.96,3.83,1.33,3.08,3.34,3.82,,
February,2.99,0.65,1.59,2.30,1.81,0.59,2.37,3.17,0.05,1.54,,
March,3.49,2.84,0.94,2.34,2.20,0.76,2.27,1.94,2.53,1.39,,
April,3.18,1.79,1.60,0.32,0.76,0.90,0.39,0.68,2.37,0.59,,
May,2.97,2.29,1.00,2.51,4.75,0.46,1.49,2.17,0.40,1.30,,
June,1.00,1.10,2.36,2.58,2.10,2.69,2.00,3.73,1.00,2.80,,
July,0.88,0.39,2.29,2.76,0.20,3.06,2.25,2.88,1.59,3.66,,
August,4.70,3.60,2.22,4.05,0.66,5.72,2.28,2.84,0.67,3.44,,
September,1.44,2.23,1.62,2.22,2.17,2.13,4.14,2.42,0.07,3.63,,
October,1.03,3.30,2.37,2.59,1.94,1.03,1.10,2.30,1.71,5.48,,
November,5.39,2.71,1.37,5.07,0.93,0.58,1.95,1.67,2.24,3.03,,
December,1.83,2.56,0.66,2.47,1.85,3.54,2.13,2.37,4.18,2.65,,
Total,31.25,25.10,19.17,30.25,21.33,25.29,23.70,29.25,20.15,33.33,,
Calc annual,31.25,25.10,19.17,30.25,21.33,25.29,23.70,29.25,20.15,33.33,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
