"RODSLEY (PUMPING STATION)",,,,,,,,,,,,
Grid ref,SK194401,Long,-1.712660,Lat,52.957925,,,,,,,
Station no,2648,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.03,3.48,1.05,1.27,3.07,4.72,2.31,3.06,2.51,4.98,,
February,3.25,1.01,2.15,2.80,2.14,1.36,2.94,5.12,0.23,2.46,,
March,4.86,2.70,1.79,2.60,2.87,1.57,3.17,2.07,1.53,1.83,,
April,2.15,2.81,2.85,0.79,1.91,1.56,0.23,1.01,2.68,1.34,,
May,2.58,3.08,2.14,2.57,3.17,0.90,1.10,3.73,0.58,1.66,,
June,1.81,2.58,1.76,3.69,3.41,2.91,1.40,4.17,1.07,3.16,,
July,0.83,1.45,2.85,2.88,0.98,3.99,5.53,4.62,1.78,3.85,,
August,7.49,2.21,2.45,3.84,0.47,6.64,9.45,1.73,1.26,4.25,,
September,3.42,2.03,1.63,4.31,1.82,2.92,6.84,3.74,0.15,5.31,,
October,0.87,4.21,1.83,4.98,2.41,1.54,2.12,3.07,2.05,5.38,,
November,7.22,1.86,2.27,5.68,2.59,1.45,2.21,1.69,3.50,4.24,,
December,2.87,3.61,1.47,4.33,2.98,4.72,2.49,3.97,4.34,3.67,,
Total,40.38,31.03,24.24,39.74,27.82,34.28,39.79,37.98,21.68,42.13,,
Calc annual,40.38,31.03,24.24,39.74,27.82,34.28,39.79,37.98,21.68,42.13,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
