PREESALL (PUMPING STATION),,,,,,,,,,,,
Grid ref,SD365465,Long,-2.968138,Lat,53.910743,,,,,,,
Station no,3058/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,1.50,2.62,2.16,4.24,3.45,3.95,2.93,5.55,,
February,,,1.01,3.24,1.95,0.36,2.98,5.27,0.51,3.10,,
March,,,0.61,2.22,1.49,1.06,2.16,1.56,1.70,1.32,,
April,,3.02,2.64,1.08,1.89,1.53,0.37,1.42,2.76,2.44,,
May,,2.62,1.96,2.54,2.40,1.79,2.95,3.68,2.54,2.92,,
June,,2.15,1.52,3.53,3.76,2.05,1.65,4.05,3.42,1.28,,
July,,1.21,3.70,3.82,2.22,4.97,3.38,2.74,3.51,4.90,,
August,,3.73,3.31,4.84,1.34,10.65,3.58,2.93,0.33,4.24,,
September,,3.11,5.25,6.50,2.30,3.20,5.07,3.97,0.36,3.27,,
October,,4.07,1.63,8.44,2.50,2.76,4.91,4.13,3.95,3.88,,
November,,1.87,4.61,6.78,1.94,1.32,1.40,2.18,4.58,7.48,,
December,,4.10,1.90,4.13,3.66,3.99,4.18,3.47,7.84,3.75,,
Total,,,29.64,49.74,27.61,37.92,36.08,39.35,34.43,44.13,,
Calc annual,0.00,25.88,29.64,49.74,27.61,37.92,36.08,39.35,34.43,44.13,,
Difference,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
