BORROWDALE GRANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY252175,Long,-3.157844,Lat,54.547204,Elevation,271,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,8.53,5.15,5.93,16.42,8.78,7.89,4.18,16.97,4.08,6.83,1.34,7.54,17.17,10.05,5.06,6.49,15.8,11.19,6.11,12.9,3.7,12.03,11.12,10.19,4.09,7.8,11.04,7.65,9.8,14.82,2.47,11.49,
February,,,,,,,,7.12,1.78,4.61,1.93,0.63,3.35,13.1,18.73,1.45,8.02,9.87,10.12,7.25,12.02,2.83,2.36,16.3,7.87,6.11,6.16,5.84,7.37,6.02,14.22,13.68,6.35,8.94,16.38,12.64,11,1.78,12.67,
March,,,,,,,,2.86,7.01,4.12,6.57,4.48,3.07,3.64,7.69,7.79,12.01,13.06,2.94,7.52,0.97,6.98,5.8,21.1,7.74,8.35,7.94,9.32,7.97,5.93,6.28,3.1,11.72,10.3,9.19,3.26,1.77,4.6,3.44,
April,,,,,,,,5.97,4.89,3.9,2.7,4.79,2.1,0.94,2.83,5.4,4.45,5.44,7.6,7.8,5.2,5.36,5.44,2.29,8.57,8.22,2.2,3.83,3.01,4.57,5.99,6.9,1.87,10.27,3.57,5.51,8.16,4.25,1.72,
May,,,,,,,,3.07,6.24,3.87,4.41,4.43,7.7,3.1,5.2,0.74,0.82,4,4.37,6.2,6.65,2.06,3.77,4.46,4.83,4.13,8.93,7.25,4.64,3.45,4.49,6.01,2.66,3.91,5.04,1.4,4.84,5.29,1.68,
June,,,,,,,,0.59,1.69,0.72,7.65,2.16,5.88,3.58,4.2,1.93,5.61,5.38,6.14,1.36,6.43,3.95,1.55,2.26,3.91,4.63,2.04,10.97,5.78,3.81,1.52,6.55,7.24,7.91,2.61,1.32,4.71,3.37,1.31,
July,,,,,,,,6.87,9.07,3.95,7.33,4.21,5.58,6.77,3.86,8.24,5.77,3.77,1.72,4.1,2.9,1.39,3.55,5.58,5.26,2.46,4,3.08,4.77,8.85,6.46,1.62,8.69,0.97,5.1,6.51,4.65,1.74,6.36,
August,,,,,,,,3.44,5.99,7.97,7.56,18.88,10.57,8.69,7.54,9.08,5.08,13.19,10.04,2.76,9.7,5.3,3.52,12.79,7.67,6.76,8.16,7.78,12.63,4.73,13.91,6.65,8.21,4.15,7.88,2.83,4.97,11.45,5.85,
September,,,,,,,15.84,9.83,2.14,4.47,9.81,16.11,15.09,8.17,0.48,3,12.72,10.12,5.09,9.83,7.96,6.44,5.78,7.44,4.57,6.35,2.73,0.93,8.15,2.86,0.9,4.88,4.74,3.21,3.4,1.07,4.38,8.72,17.36,
October,,,,,,,9.01,5.21,13.02,11.84,5.35,15.23,8.81,10.95,9.31,7.41,9.97,6.88,7.61,9.03,11.66,7.93,7.72,18.48,5.31,7.04,12.2,11.84,3.42,20.05,4.21,9.8,11.79,6.74,2.32,1.68,19.65,14.37,18.18,
November,,,,,,,9.37,6.72,14.13,4.13,16.31,9.19,8.2,5.81,17.01,10.75,2.68,12.65,13.52,14.15,7.47,7.86,7.82,6.71,6.62,9.47,7.73,7.3,7.3,4.16,7.4,15.3,8.43,10.77,14.11,4.82,11,7.88,9.02,
December,,,,,,,11.73,8.19,13.72,9.47,0.78,21.61,4.03,15.91,11.3,8.16,10.34,18.51,18.4,5.08,22.29,9.45,11.89,7.96,10.44,5.89,5.87,11.21,7.84,13.65,12.39,15.94,21.55,7.73,19.56,14.05,6.27,4.62,11.74,
Total,,,,,,,,68.4,84.83,64.98,86.82,110.5,82.27,84.84,105.12,68.03,84.3,104.21,95.09,92.25,103.3,64.61,65.69,121.17,83.98,75.52,80.86,83.05,84.91,89.2,87.96,94.52,101.05,85.94,96.81,64.89,96.22,70.54,100.82,
