"LIVERPOOL RATHBONE ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2816,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,,,,,,,,3.62,,
February,,,,,,,,,,1.27,,
March,,,,,,,,,,1.60,,
April,,,,,,,,,,2.73,,
May,,,,,,,,,,2.88,,
June,,,,,,,,,,2.13,,
July,,,,,,,,,,2.48,,
August,,,,,,,,,,1.70,,
September,,,,,,,,,,4.02,,
October,,,,,,,,,,3.37,,
November,,,,,,,,,,1.34,,
December,,,,,,,,,,3.12,,
Total,,,,,,,,,,30.26,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.26,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
