BLACKSOD POINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IF6523318544,Long,-10.061087,Lat,54.098455,Elevation,37,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,,,,6.48,4.22,5.56,4.86,7.93,4.9,7.26,3.05,8.17,5.27,5.81,3.54,4.86,7.26,3.44,5.34,4.18,2.24,4.84,4.18,8.03,5.79,,,,,7.22,7.26,6.98,2.65,8.97,6.06,9.01,6.36,7.31,2.32,4.04,8.88,7.65,4.44,3.77
February,,,,,,,,,,,4.87,2.19,2.28,5,4.87,3.81,4.88,4.33,4.36,2.99,7.27,3.77,3.87,3.86,9.89,5.14,3.87,1.49,5.75,1.58,4.53,1.38,,,,,3.28,4.07,3.13,3.96,0.69,4.94,0.14,2.91,1.09,5,4.13,4.61,3.07,6.72,2.84
March,,,,,,,,,,,1.58,3.76,4.99,7.34,2.7,5.87,3.71,5.23,6.21,3.47,4.62,2.33,6.52,6.64,6.63,0.99,2.03,2.67,2.24,3.79,5.74,,3,,,,1.98,4.85,2.5,0.58,4.56,2.09,2.59,4.96,4.83,2.13,2.29,1.69,3.35,3.54,5.14
April,,,,,,,,,,,3.52,3.67,2.15,2.3,5.22,2.39,3.02,3,2.82,4.18,2.98,2.78,0.86,3.95,3.39,2.36,4.21,3.19,0.9,2.38,2.19,1.55,,,,,2.65,2.95,2.09,1.2,2.19,2.74,4.25,2.18,2.82,3.89,2.26,2.67,0.37,2.34,2.86
May,,,,,,,,,,,4.65,1.72,3.1,2.98,2.68,1.19,4.04,4.98,2.59,3.02,3.16,3.18,2.4,4.28,2.33,0.87,3.26,3.67,2.09,3.54,5,2.45,2.06,,,,3.69,1.62,0.99,3.35,1.16,4.92,1.9,2.83,3.74,1.16,2.39,1.7,4.93,1.74,2.22
June,,,,,,,,,,,5.65,3.42,2.32,1.65,2.99,1.86,2.42,4.84,3.01,2.32,4.33,2.52,4.05,4.11,1.76,1.81,2.29,3.85,2.16,4.93,3.54,0.52,1.4,,,,4.2,3.09,4.81,3.51,2.86,5.71,2.54,3.68,1.78,5.64,2.11,2.79,5.24,2.24,1.5
July,,,,,,,,,,,2.34,1.54,3.74,4.49,4.02,2.63,3.11,3.23,3.79,3.85,4.11,3.38,3.83,1.83,3.56,3.31,1.83,2.76,2.87,1.76,3.55,1.7,,,,,2.85,2.78,2.94,7.82,6.22,4.51,4.5,3.97,4.16,1.74,5.09,6,2.57,4.63,3.01
August,,,,,,,,,,,4.4,4.04,2.14,8.1,4.93,3.57,2.96,5.74,5.74,3.03,6.03,3.79,3.5,1.86,4.5,2.88,2.44,5.52,4.25,3.64,2.17,4.05,,,,,4.45,7.41,5.94,6.28,8.03,4.15,3.41,5.94,3.66,3.7,2.48,4.85,4.22,2.19,1.44
September,,,,,,,,,,,3.41,6.53,4.39,6.26,4.69,3.43,2.13,2.12,7.17,4.42,1.05,3.2,0.72,4.71,2.3,3.74,2.85,5.04,6.19,4.55,6.64,1.67,,,,,4.36,5.28,7,2.17,3.85,4.91,4.41,2.62,7.24,5.68,4.57,4.2,3.96,1.78,3.38
October,,,,,,,,,,3.12,7.37,5.1,3.84,8.36,3.96,3.31,5.64,7.22,1.94,8.33,1.84,3.53,4.55,6.39,2.1,5.58,8.71,8.86,6.54,2.55,4.4,9.92,1.92,,,,4.09,4.58,9.73,6.12,7.53,3.91,4.85,4.5,7.87,6.78,3.77,2.02,7.62,5.26,7.76
November,,,,,,,,,,7.02,5.07,5.03,5.45,4.25,5.28,7.44,3.79,4.57,3.79,3.17,5.57,7.49,6.15,6.98,5.16,4.14,5.47,5.43,4.76,4.3,6.78,,2.95,,,,7.15,6.61,5.9,6.68,5.13,8.35,4.81,3.03,3.54,5.58,5.03,3.79,10.6,7.64,5.22
December,,,,,,,,,,10.99,8.23,5.4,4.39,5.3,3.95,5.4,5.71,7.06,7.69,6.33,2.72,9.85,10.88,5.14,5.51,6.49,5.2,2.72,6.19,9.54,5.39,,,,,,1.53,4.69,6.93,10.76,7.19,6.44,7.66,3.21,8.82,2.54,8.31,6.43,4.42,3.77,6.41
Total,,,,,,,,,,,57.57,46.62,44.35,60.89,53.22,45.8,48.67,55.37,57.28,50.38,49.49,49.36,52.19,57.01,50.57,42.65,46.34,47.44,48.78,46.74,57.96,45.65,,,,,47.45,55.19,58.94,55.08,58.38,58.73,50.07,46.19,56.86,46.16,46.47,49.63,58,46.29,45.55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917 incorrect arithmetic on record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921 Jan 6.77; Nov 3.94; Dec 5.91 estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
