COMBS RESERVOIR (ground),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK035799,Long,-1.9477,Lat,53.3166,Elevation,710,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,3.6,3.7,5.5,2.6,,,1.49,3.34,4.08,3.75,3.37,1.09,2.84,2.54,0.9,2.85,5.28,0.5,4.23,8.26,2.6,4.86,5.86,4.42,4.55,4.83,,,,,,,,,,,0.61,0.21,3.4,4.96,4.61,2.47,4.74,2.24,1.32,1.43,4.33,2.84,2.32,1.9,3.32,3.36,1.35,1.55,1.79,4.07,5.46,2.34,2.05,3.74,3.97,1.92,5.59,1.16,2.21,1.71,3.34,2.19,4.24,3.29,2.51,6.15,2.74,2.04,2.42,4.63,5.35,5.73,3.65,,,,,,,,
February,,,,,2.9,1.8,2,3.5,,,1.42,1.28,3.33,0.83,1.04,,1.78,0.85,0.04,3.49,1.17,4.25,1.79,1.43,4.85,3.75,5.91,5.18,3.07,4.62,,,,,,,,,,,4.02,5.55,3.36,4.04,2.77,3.16,0.63,0.93,0.93,1.48,0.69,0.22,1.97,4.15,4.36,0.37,1.94,2.75,2.65,1.85,3.83,1.74,1.48,3.03,4.07,2.08,3.13,1.98,3.17,1.89,4,3.13,1.58,1.33,3.23,5.32,5.26,0.89,4.35,1.51,4.06,0.75,4.98,,,,,,,,
March,,,,,5,3.6,2.6,1.6,,,0.76,3.18,0.52,1.04,1.1,1.12,0.54,1.8,1.79,6.7,7.24,8.56,4.58,1.9,3.87,2.57,3.19,2.94,6.07,1.87,,,,,,,,,,,3.13,3.76,2.13,1.06,3.12,2.65,2.94,2.05,2.68,3.37,3.63,2.27,1.02,0.8,2.97,3.82,5.24,5.03,1.36,1.65,1.06,3.12,2.63,4.77,1.89,3.79,3.03,2.88,3.89,3.32,0.96,2.08,4.43,5.21,4.6,1.43,3.08,2.43,1.61,5.14,2.76,2.88,2.18,,,,,,,,
April,,,,,1.5,3,4.6,4,,,2.8,1.87,0.28,1.83,1.83,,2.41,2.19,2.89,5.12,1.87,1.57,3.12,2.32,1.81,1.57,1.74,6.66,3.59,2.81,,,,,,,,,,,2.04,1.35,4.43,2.18,1.49,1.99,1.74,0.91,1.73,2.7,0.95,2.72,1.42,0.69,2.13,1.85,1.48,3.02,2.86,4.84,2.02,2.99,2.4,2.15,2.22,3.11,2.07,2.06,2.34,2.44,4.14,2.57,0.85,4.55,1.74,1.67,3.16,2.24,1.71,2.45,6.73,1.96,3.13,,,,,,,,
May,,,,,0.5,2.7,2.2,5.3,,,2.16,2,1.56,0.51,2.75,1.64,2.27,1.21,2.99,0.77,4.29,1.45,4.21,3.54,3.06,3.4,1.51,2.28,1.56,4.19,,,,,,,,,,,2.99,3.5,1.53,1.35,1.77,2.49,6.45,2.05,0.95,2.98,2.49,3.82,3.85,2.8,2.33,0.92,0.66,2.11,3.94,2.48,1.71,1.47,3.75,2.59,3.12,0.71,3.59,3.79,2.93,2.4,2.69,1.29,2.08,2.7,2.83,1.46,2.41,1.61,2.88,1.96,5.32,1.66,1.09,,,,,,,,
June,,,,,3.2,5,2.7,3.9,,,1.95,4.16,5.25,4.68,2.08,2.65,1.69,2.48,4.94,1.63,7,3.34,7.23,4.37,4.62,1.01,5.73,1.95,0.43,2.04,,,,,,,,,,,2.9,2.2,6.03,4.45,2.16,3.34,1.49,0.47,2.36,0.66,4.07,2.74,3.96,2.02,3.39,2.26,4.5,2.87,2.32,2.16,4.78,1.69,1.45,0.64,0.85,1.92,1.45,6.36,1.81,2.55,2.42,2.94,3.72,2.36,1.92,2.21,3.7,2.57,2.19,2.48,3.28,0.37,2.82,,,,,,,,
July,,,,,5.4,5.1,2.3,1,,,3.37,3.3,3.3,3.12,3.27,3.44,4.03,3.23,2.74,1.44,3.93,4.6,6.67,3.31,2.04,4.81,5.12,6.02,0.24,0.83,,,,,,,,,,,5.07,2.3,5.35,3.12,4.92,1.57,3.89,1.18,5.88,3.44,3.36,2.73,4.09,3.13,3.5,6.42,1.74,1.88,1.79,1.88,3.32,3.53,2.3,2.87,1.56,2.3,1.77,3.66,3.98,3.98,5.29,0.66,4.41,1.78,4.71,5.74,2.16,1.65,3.78,3.18,5.53,1.14,5.12,,,,,,,,
August,,,,,6.5,9.1,5.3,3.4,,,3.32,2.08,4.62,2.28,2.64,1.8,4.13,5.7,4.59,5.62,7.14,3.5,3.8,7.05,3.67,5.17,6.55,2.39,3.77,2.65,,,,,,,,,,,1.87,4.86,3.23,3.19,1.88,1.74,2.18,1.87,3.64,4.86,5.12,4.78,4.2,2.4,4.33,3.11,2.75,3.67,4.68,2.09,4.86,1.95,3.56,4.71,4.14,4.37,3.11,4.22,3.73,2.69,5.28,2.45,6.94,1.83,3.99,3,2.53,5.91,3.22,3.48,2.27,4.72,4.92,,,,,,,,
September,,,,,3.7,5,1.2,8.2,,,1.43,1.04,2.84,4.68,2.85,0.97,3.51,3.51,3.77,4.3,3.27,6.22,4.71,6.25,3.89,0.37,7.79,3.22,3.01,7.5,,,,,,,,,,,5.34,2.44,2.21,6.1,3.53,4.53,2.21,3.28,1.35,3.34,0.9,2.87,2.88,3.22,0.52,0.86,7.22,4.65,0.9,5.4,1.09,1.15,1.31,5.26,1.62,2.18,1.36,0.57,3.32,2.68,0.44,2.86,2.37,1.5,3.08,0.74,2.57,2.05,9.63,2.88,2.77,1.07,3.44,,,,,,,,
October,,,,,5.1,4.1,5.1,5.4,,,2.56,3.12,4.56,4.4,1.56,4.02,1.74,1.81,4.66,3.9,6.02,2.02,5.93,8.33,3.07,8.12,3.36,5.39,4.82,3.58,,,,,,,,,,,5.73,4.33,3.58,4.97,2.34,7.79,5.44,2.1,1.41,3.92,2.71,5.46,6.45,2,4.63,3.27,4.61,1.74,4.13,3.79,4.71,3.32,4.66,8.67,1.08,3.21,5.52,4.98,1.19,5.3,2.42,2.85,3.96,2.47,2.67,2.03,5.49,5.53,2.27,2.86,1.99,2.39,0.87,,,,,,,,
