"COMBS RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,4.33,2.84,2.32,1.90,3.32,3.36,1.35,1.55,1.79,4.07,,
February,0.69,0.22,1.97,4.15,4.36,0.37,1.94,2.75,2.65,1.85,,
March,3.63,2.27,1.02,0.80,2.97,3.82,5.24,5.03,1.36,1.65,,
April,0.95,2.72,1.42,0.69,2.13,1.85,1.48,3.02,2.86,4.84,,
May,2.49,3.82,3.85,2.80,2.33,0.92,0.66,2.11,3.94,2.48,,
June,4.07,2.74,3.96,2.02,3.39,2.26,4.50,2.87,2.32,2.16,,
July,3.36,2.73,4.09,3.13,3.50,6.42,1.74,1.88,1.79,1.88,,
August,5.12,4.78,4.20,2.40,4.33,3.11,2.75,3.67,4.68,2.09,,
September,0.90,2.87,2.88,3.22,0.52,0.86,7.22,4.65,0.90,5.40,,
October,2.71,5.46,6.45,2.00,4.63,3.27,4.61,1.74,4.13,3.79,,
November,5.69,3.66,2.54,2.70,2.37,3.55,1.36,4.38,3.55,1.81,,
December,0.34,6.02,1.82,4.66,2.51,3.22,6.00,4.16,4.53,3.41,,
Total,34.28,40.13,36.52,30.47,36.36,33.01,38.85,37.81,34.50,35.43,,
Calc annual,34.28,40.13,36.52,30.47,36.36,33.01,38.85,37.81,34.50,35.43,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
