LOCH DHU,,,,,,,,,,,,
Grid ref,NN429037,Long,-4.533840,Lat,56.199899,,,,,,,
Station no,5507,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,13.00,6.00,7.40,15.90,9.40,6.70,13.40,6.60,10.20,12.40,,
February,4.80,2.60,3.40,14.50,7.30,5.50,6.10,7.90,6.50,3.80,,
March,1.10,4.40,5.90,18.00,4.60,8.70,6.10,8.00,8.60,3.30,,
April,4.80,6.70,3.70,2.40,10.30,4.40,2.60,4.90,2.80,7.10,,
May,7.90,3.40,3.70,3.40,5.40,2.90,7.60,7.00,4.10,5.60,,
June,7.10,5.90,2.10,3.80,4.10,1.80,1.20,7.30,4.50,3.50,,
July,3.80,3.10,4.00,8.40,4.60,3.60,4.70,2.90,6.60,4.50,,
August,6.40,5.10,4.00,13.30,7.60,7.50,7.60,9.70,6.40,3.60,,
September,7.00,7.90,6.60,5.80,9.30,4.70,3.80,2.80,12.10,3.00,,
October,9.10,8.50,5.80,17.20,5.40,5.80,10.20,5.60,3.50,12.10,,
November,9.00,5.30,9.30,6.50,3.60,11.00,7.60,7.70,8.20,5.00,,
December,18.20,8.80,11.00,9.50,10.00,7.80,6.20,10.20,9.50,10.00,,
Total,92.20,67.70,66.90,118.70,81.60,70.40,77.10,80.60,83.00,73.90,,
Calc annual,92.20,67.70,66.90,118.70,81.60,70.40,77.10,80.60,83.00,73.90,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
