"WEYBRIDGE - WEYLANDS SEWAGE WORKS",,,,,,,,,,,,
Grid ref,TQ124655,Long,-0.386417,Lat,51.377436,,,,,,,
Station no,144/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.55,1.77,0.88,0.97,2.65,3.64,1.39,1.81,2.13,1.90,,
February,5.65,0.77,1.13,2.05,1.29,0.22,2.83,1.89,0.07,1.69,,
March,3.22,2.29,0.39,1.98,0.90,0.51,0.85,1.07,1.79,1.30,,
April,2.58,1.30,1.90,0.29,0.23,1.25,0.21,1.04,2.04,0.56,,
May,1.79,2.30,1.43,2.52,3.38,0.18,1.36,2.44,0.95,1.85,,
June,0.95,1.71,1.38,3.73,2.01,1.73,1.16,3.69,0.74,1.73,,
July,1.45,0.50,3.55,2.38,0.24,5.18,2.78,1.77,1.46,2.54,,
August,2.64,3.61,1.47,2.69,1.28,2.85,2.82,3.86,1.11,2.79,,
September,2.50,2.96,2.22,2.03,1.60,2.12,2.58,4.02,0.08,2.12,,
October,0.76,2.43,2.80,1.93,2.48,1.79,1.45,2.12,2.35,5.80,,
November,6.06,2.62,1.20,3.87,1.07,0.48,2.34,1.71,2.52,3.75,,
December,2.02,2.13,0.59,1.99,1.93,2.96,1.58,2.50,3.09,2.20,,
Total,33.17,24.39,18.94,26.43,19.06,22.91,21.35,27.92,18.33,28.23,,
Calc annual,33.17,24.39,18.94,26.43,19.06,22.91,21.35,27.92,18.33,28.23,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
