WOOLSTON-DEPOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU435104,Long,-1.382901,Lat,50.891453,Elevation,12,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,2.05,4.58,1.12,4.85,2.06,2.67,2.09,2.2,0.72,5.63,6.98,3.61,5.38,,3.5,3.62,5.76,1.99,1.63,2.77,3.16,5.06,,0.8,3.81,2.16,0.95,1.82,3.54,4.81,2.79,4.67,3.21,3.92
February,,,,,,,,3.59,2.07,0.86,1.02,1.92,0.02,3.42,0.05,3.29,2.83,5.13,0.56,1.21,2.4,3.13,0.59,1.3,0.38,2.09,3.18,1.53,0.88,,4.92,5.75,0.51,1.32,3.14,2,0.07,4.1,2.78,0.17,3.06
March,,,,,,,,2.96,2.86,0.13,1.69,0.98,1.38,3.57,3.02,0.84,2.45,3.82,0.29,1.36,3.31,4.07,2.95,0.62,0.18,0.6,0.96,6.75,0.94,,1.58,4.08,2.23,0.53,2.76,1.17,0.59,1.96,1.54,2.99,2.32
April,,,,,,,,1.62,0.72,1.03,2.71,2.73,2.92,0.91,2.11,2.78,1.84,2.51,0.02,1.98,1.29,1.9,1.88,0.93,1.62,1.09,2.67,2.24,1.84,,2.23,2.91,2.1,1.26,0.23,0.23,1.97,0.09,0.59,2.46,1.21
May,,,,,,,,0.63,1.21,1.57,2.16,3.07,5.63,1.68,0.77,0.99,0.46,2.94,1.8,1.01,0.42,2.15,2.7,3.04,0.44,2.02,3.82,1.01,3.13,,1.21,2.42,2.43,2.4,1.83,4.15,0.26,1.56,2.12,0.46,1.4
June,,,,,,,,2.11,2.08,1.13,0.67,2.8,1.64,1.64,1.46,3.72,3.19,1.62,0.63,1.79,0.22,0.93,0.54,1.43,2.25,2.28,3.77,1.4,2.4,,1.85,1.35,1.22,2.82,3.41,2.72,1.97,1.24,3.63,0.84,2.42
July,,,,,,,,2.04,1.53,1.97,1.9,3.41,3,1.66,0.94,1.34,3.78,1.06,2.25,4.58,3.47,1.96,1.66,2.3,2.78,2.17,1,0.95,0.76,,4.33,2.3,0.17,3.89,2.51,1.15,2.4,4.46,1.72,1.83,4.81
August,,,,,,,,3.98,2.98,1.38,3.98,4.13,1.42,0.8,3.35,3.06,0.34,1.11,3.24,2.73,,2.59,3.26,1.54,2.08,1.31,4.12,1.1,3.83,,3.86,3.91,3.66,1.96,3.28,0.7,3.42,3.68,4.56,1.49,5.82
September,,,,,,,,5.32,1.1,0.29,2.87,1.71,3.43,3.26,2.18,3.78,3.06,1.65,1.62,1.29,2.03,0.29,2.42,1.82,1.64,1.91,4.24,1.08,3.38,,3.23,3.67,4.08,3.85,2.52,1.52,3.92,2.85,5.15,0.08,4.79
October,,,,,,,,1.42,5.8,4.41,2.16,0.55,5.48,1.84,1.57,4.94,1.05,3.52,3.62,5.31,,0.99,3.71,4.01,4.25,3.07,1.38,1.34,2.02,,0.5,0.99,4.84,4.87,2.3,4.96,2.19,2.19,3.07,2.68,7.48
November,,,,,,,,2.83,2.06,7.28,5.95,3.57,1.82,0.49,2.55,7.61,3.97,2.53,4.83,5.91,,2.83,1.49,1.36,5.58,0.43,5.3,1.32,1.55,,5.5,9.21,3.76,1.12,5.62,1.94,0.75,2.82,2.26,4.15,5.13
December,,,,,,,,3.23,2.56,5.53,3.88,0.51,1.31,0.54,8.48,3.55,3.3,5.48,3.74,1.8,4,1.95,3.41,2.07,1.27,4.38,3.63,2.83,5.05,,1.99,2.56,2.32,0.74,2.94,4.31,5.25,2.06,4.1,6.25,3.83
Total,,,,,,,,31.78,29.55,26.7,33.84,27.44,30.72,21.9,28.68,36.62,31.9,38.35,26.21,34.35,,26.29,28.23,26.18,24.46,22.98,36.84,24.71,30.84,,32,42.96,29.48,25.71,32.36,28.39,27.6,29.8,36.19,26.61,46.19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The early sheets say Itchen Sewage Works but this appears to be just a name change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927 Not printed Low by 3ins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928 Not Printed Low by 4ins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929 Not printed Low by 2ins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938 Dec adjusted for snow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940 Jan Aug Oct Nov part estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954 Jan Feb part estimated for snow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955 Jan Feb part estimated probably for snow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959 Nov 12th Inspection On top of earth covered reservoir O/E NW-SW-SE-NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
