"MACCLESFIELD, WINCLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1019,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.51,0.12,2.77,3.73,3.10,3.08,5.27,2.25,3.02,1.50,,
February,3.53,3.53,2.68,3.38,2.73,1.69,0.95,1.32,1.50,2.03,,
March,2.71,2.99,2.76,0.68,1.63,2.81,2.44,1.47,2.88,4.85,,
April,2.75,0.71,4.32,1.90,1.41,2.81,1.58,1.15,1.84,2.77,,
May,2.34,3.57,1.81,0.67,2.26,2.80,6.41,2.85,0.70,4.33,,
June,3.50,2.97,7.09,4.11,1.87,3.60,2.75,0.84,3.48,0.34,,
July,7.86,3.85,5.13,4.55,4.70,1.48,4.06,1.28,6.93,4.24,,
August,3.17,7.63,6.15,1.19,1.19,2.21,2.50,1.14,3.74,5.60,,
September,5.83,2.37,2.52,8.39,3.05,3.71,2.74,5.86,1.33,3.73,,
October,1.88,3.84,5.06,6.21,2.67,6.35,6.29,3.15,1.51,3.26,,
November,2.57,4.83,6.06,2.95,1.82,3.32,3.32,2.62,5.15,1.00,,
December,4.71,4.14,5.95,3.29,3.89,2.19,7.12,3.32,2.99,3.88,,
Total,41.36,40.55,52.30,41.05,30.32,36.05,45.43,27.25,35.07,37.53,,
Calc annual,41.36,40.55,52.30,41.05,30.32,36.05,45.43,27.25,35.07,37.53,,
Difference,0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,,
