"ARBROATH WATERWORKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1830,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,,1.40,2.37,2.71,0.48,0.89,1.12,2.67,,
February,,,,2.56,3.57,0.92,0.75,0.92,0.68,2.23,,
March,,,,1.13,0.49,3.09,1.28,2.96,0.53,1.52,,
April,,,,1.10,0.71,0.99,0.92,1.37,3.61,2.83,,
May,,,,1.24,3.55,0.67,1.01,1.41,1.94,3.47,,
June,,,,2.29,1.81,1.24,2.33,3.79,0.87,1.98,,
July,,,,1.72,2.92,4.01,3.33,1.45,0.39,1.34,,
August,,,,2.39,4.62,3.55,2.21,3.16,2.27,0.36,,
September,,,,1.87,0.31,0.81,2.95,1.57,1.37,3.03,,
October,,,,2.71,2.89,1.71,2.81,1.98,3.27,0.76,,
November,,,,1.30,1.51,2.62,0.95,1.38,3.39,1.81,,
December,,,,1.33,1.73,2.82,5.12,3.15,1.95,4.18,,
Total,,,,21.04,26.48,25.14,24.14,24.03,21.39,26.18,,
Calc annual,0.00,0.00,0.00,21.04,26.48,25.14,24.14,24.03,21.39,26.18,,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
