"KENDAL (POTTER FELL)",,,,,,,,,,,,
Grid ref,SD500985,Long,-2.771291,Lat,54.379529,,,,,,,
Station no,3722,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,9.20,6.97,6.01,,,4.58,8.62,6.47,3.39,7.87,,
February,6.48,1.23,6.06,,,2.81,6.47,4.69,2.41,3.94,,
March,8.42,6.93,1.73,,,2.62,4.97,1.94,4.21,1.62,,
April,6.24,3.57,5.99,,,1.70,1.43,1.76,6.16,4.12,,
May,2.01,4.54,5.00,,,3.88,4.08,6.55,1.28,2.21,,
June,1.68,5.31,5.15,,,4.11,2.01,3.79,4.25,2.74,,
July,5.93,2.96,11.13,5.90,,4.67,4.01,3.28,3.26,6.93,,
August,7.34,8.95,8.45,7.58,,9.30,6.18,8.37,2.68,6.62,,
September,11.48,6.89,11.90,9.91,,4.03,5.69,7.87,1.26,4.19,,
October,1.26,7.27,2.58,14.48,,5.42,6.88,7.20,5.91,3.75,,
November,14.93,6.38,16.12,11.04,,2.14,2.61,1.64,6.67,9.51,,
December,19.37,8.10,6.33,10.64,,6.46,3.45,3.67,10.69,6.03,,
Total,94.34,69.10,86.45,,,51.72,-999.00,57.23,52.17,59.53,,
Calc annual,94.34,69.10,86.45,59.55,0.00,51.72,56.40,57.23,52.17,59.53,,
Difference,0.00,0.00,0.00,NaN,NaN,-0.00,-1055.40,-0.00,0.00,0.00,,
