BLOXHAM (DURSLEY),,,,,,,,,,,,
Grid ref,SP433360,Long,-1.370405,Lat,52.020738,,,,,,,
Station no,1066/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.76,1.85,1.05,1.03,,,,,,,,
February,3.25,0.65,1.57,2.22,,,,,,,,
March,3.80,2.83,0.75,2.34,,,,,,,,
April,2.84,1.87,2.01,0.80,,,,,,,,
May,3.15,2.71,1.59,2.75,,,,,,,,
June,1.62,2.42,1.80,2.38,,,,,,,,
July,1.20,0.36,2.64,2.59,,,,,,,,
August,5.05,3.40,2.98,3.32,,,,,,,,
September,2.60,1.28,2.06,3.22,,,,,,,,
October,0.90,4.08,2.68,2.69,,,,,,,,
November,6.19,3.46,1.11,5.39,,,,,,,,
December,2.06,2.66,0.78,2.17,,,,,,,,
Total,35.42,27.57,21.02,30.90,,,,,,,,
Calc annual,35.42,27.57,21.02,30.90,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
