"HAYFIELD KINDER TOP",,,,,,,,,,,,
Grid ref,SK088889,Long,-1.869125,Lat,53.396858,,,,,,,
Station no,2643/7/7,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,3.75,3.23,3.95,4.20,5.25,2.30,4.46,2.35,,
February,,,1.50,-999.00,4.40,2.08,3.36,2.42,4.75,4.40,,
March,,,3.21,5.01,2.95,5.52,3.79,4.35,3.56,3.96,,
April,,,2.78,2.38,3.27,3.30,2.10,3.01,3.00,3.29,,
May,,,4.44,3.95,2.90,1.49,4.62,4.67,4.55,2.70,,
June,,,2.51,1.39,1.81,3.05,2.78,9.45,2.60,4.46,,
July,,,4.11,4.93,3.00,3.88,3.96,3.65,6.17,8.44,,
August,,,5.21,6.55,5.84,5.93,6.11,6.88,4.31,4.50,,
September,,,2.00,6.23,1.41,4.04,2.65,1.23,4.65,4.30,,
October,,,6.70,11.30,3.51,6.12,7.45,6.96,1.75,7.45,,
November,,,3.10,6.80,4.80,5.32,6.23,4.60,4.85,2.51,,
December,,,4.15,1.93,3.15,1.35,4.47,3.84,3.50,7.29,,
Total,,,43.46,58.38,40.99,46.28,52.77,53.36,48.15,55.65,,
Calc annual,0.00,0.00,43.46,53.70,40.99,46.28,52.77,53.36,48.15,55.65,,
Difference,NaN,NaN,0.00,4.68,0.00,0.00,0.00,0.00,-0.00,0.00,,
