STOCKTON-ON-TEME EARDISTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO689684,Long,-2.457616,Lat,52.312821,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2391/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,,0.93,2.54,0.9,4.23,3.57,1.11,2.9,1.08,1.47,2.34,2.82,3.96,2.59,3.99,1.59,3.79,2.2,3.3,3.13,3.84,1.34,4.18,1.15,2.81,2.08,2.53,0.89,4.08,3.21,2.73,5.72,3.76,3.43,2.67,5.64,1.89,1.56,3.01,,,,
February,,,,,,,,,,0.48,3.21,1.12,1.67,1.19,2.19,4.56,4.54,1.03,1.48,2.65,0.86,0.33,3.65,6.23,0.56,3.38,2.12,2.37,1.74,0.59,0.46,1.52,0.13,4.24,0.3,2.12,2.84,4.64,0.48,0.88,2.23,2.45,0.48,1.16,1.11,1.65,1.69,,,,
March,,,,,,,,,,2.7,0.85,2,4.19,5.38,2.21,0.58,3.87,2.98,1.12,5.38,3.46,1.28,2.73,1.42,1.27,0.99,0.37,2.5,2.16,0.11,2.2,0.12,1.56,2.25,1.89,0.64,1.68,2.87,0.31,1.12,1.47,3,1.94,1.14,0.38,0.95,0.78,,,,
April,,,,,,,,,,1.94,1.93,0.96,0.04,3.95,0.79,1.21,1.03,1.58,2.98,1.95,4.52,1.17,2.06,2.62,2.85,2.15,1.71,1.41,1.33,1.03,2.25,2.6,3.92,1.03,2.72,3.58,2.47,2.19,0.06,1.97,2.54,1.88,1.52,0.95,1.67,1.08,1.97,,,,
May,,,,,,,,,,1.11,1.37,2.52,3.21,2.37,0.99,3.19,2.92,3.62,1.32,0.77,2.46,1.05,1.36,1.77,6.91,3.59,2.98,1.18,1.2,1.68,2.06,3.67,5.79,1.46,1.28,1.02,1.03,2.68,1.57,1.22,2.52,2.81,3.65,2.92,0.57,3.85,2.99,,,,
June,,,,,,,,,,2.79,3.4,2.57,5.16,0.92,2.4,1.03,1.1,3.06,0.69,0.84,2.58,0.46,0.84,0.28,1.74,0.09,1.65,3.39,2.79,2,0.82,3.75,1.09,2.04,1,3.32,3.13,0.66,0.98,1.39,1.4,3.23,0.4,1.36,1.01,2.65,2.09,,,,
July,,,,,,,,,,2.88,2.53,0.1,3.24,1.21,4,5.6,2.09,2.32,2.61,2.55,4.13,0.51,3.73,3.43,3.58,2.84,2.18,2.93,1.25,1.14,2.15,2.32,3.41,1.79,1.35,0.45,4.6,2.53,3.07,4.77,2.63,2.36,1.37,1.44,1.91,2.63,1.37,,,,
August,,,,,,,,,,1.66,4.3,2.24,7.81,1.57,1.19,3.58,2.25,4.19,1.57,2.63,0.96,2.61,3.18,2.93,3.11,2.12,1.98,4.14,2.29,0.93,2.29,3.97,2.31,0.52,2.55,1.35,0.34,0.41,2.78,2.01,0.16,3.98,1.92,1.73,1.64,3.36,6.28,,,,
September,,,,,,,,,,2.79,0.8,1.25,0.97,1.8,0.97,0.95,0.86,1.65,6.9,1.72,1.98,1.06,2.16,1.97,4.03,3.22,0.73,3.45,0.84,0.96,2.59,2.15,3.74,0.88,1.35,3.3,2.82,3.17,1.35,0.84,1.01,1.54,1.55,3.23,1.97,1.67,3.3,,,,
October,,,,,,,,,,3.58,2.27,1.83,2.75,4.53,1.77,4.16,4.09,2.26,1.13,1.94,3.22,1.78,0.16,4.09,4.11,3.14,2.56,2.32,4.67,3.38,2,0.71,3.89,5.2,1.22,2.61,1.23,3.29,2.58,3.05,3.98,2.05,1.79,2.06,2.97,2.58,0.81,,,,
November,,,,,,,,,,0.8,4.37,0.67,1.94,3,2.82,2.73,2.85,0.8,1.74,1.04,0.8,2.19,1.16,1.8,2.13,1.72,5.7,2.15,2.3,5.43,1.73,4.22,1.4,0.78,1.98,5.64,2.98,1.41,3.45,5.16,6.73,2.7,0.88,1.83,3.87,0.36,4.99,,,,
December,,,,,,,,,,3.31,6.6,6.04,3.28,0.85,7.55,4.31,2.29,0.93,2.19,3.07,2.41,1.86,4.35,2.64,3.31,2.71,0.66,2.12,1.96,3.82,2.41,1.04,1.06,1.56,5.13,3.07,2.96,2.23,3.09,1.56,1.33,1.61,3.73,1.32,1.73,3.68,1.76,,,,
Total,,,,,,,,,,24.97,34.17,22.2,38.49,30.34,27.99,34.8,28.97,25.89,26.07,27.36,31.34,16.89,29.37,30.77,37.39,28.15,25.94,31.09,26.37,22.41,25.14,27.22,31.11,23.83,23.3,27.99,30.16,29.29,22.45,29.69,29.76,31.04,21.9,24.78,20.72,26.02,31.04,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927 incorrect total on record.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
