Rainfall at,COLDSTREAM (THE HIRSEL)
,
Station no,5087,
,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,1.40,,,,,,,,,,
February,1.40,,,,,,,,,,
March,1.21,,,,,,,,,,
April,1.76,,,,,,,,,,
May,1.96,,,,,,,,,,
June,4.10,,,,,,,,,,
July,3.89,,,,,,,,,,
August,2.23,,,,,,,,,,
September,1.35,,,,,,,,,,
October,1.96,,,,,,,,,,
November,2.24,,,,,,,,,,
December,0.36,,,,,,,,,,
Total,23.86,,,,,,,,,,
Calc annual,23.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
