Rainfall at,COLDSTREAM, THE HIRSEL
,
Station no,,
,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,2.35,1.28,2.36,2.08,1.21,1.93,2.04,3.73,2.78,3.29,
February,2.07,1.07,1.94,0.76,1.55,2.36,3.64,1.07,1.42,1.97,
March,0.54,2.46,1.72,2.32,2.49,2.13,3.73,1.27,0.81,2.29,
April,2.03,1.61,0.21,2.19,0.58,0.55,1.63,3.40,0.87,1.26,
May,0.81,0.70,1.75,1.89,1.91,1.67,3.05,1.72,2.85,0.95,
June,1.12,4.67,4.79,2.11,2.20,2.04,2.62,1.00,0.48,0.98,
July,3.53,0.70,1.92,0.76,1.64,3.25,3.54,1.26,4.01,0.35,
August,2.91,1.05,4.65,1.59,1.57,1.84,3.61,5.39,1.43,2.45,
September,0.57,1.72,2.69,1.61,0.96,2.64,2.71,1.00,4.37,1.27,
October,2.71,3.00,3.23,1.57,1.82,1.58,3.78,3.20,2.72,2.78,
November,3.00,3.97,1.66,1.57,3.90,1.71,4.25,1.70,1.37,4.92,
December,1.22,3.73,2.26,1.93,4.73,3.96,2.94,1.51,1.39,3.42,
Total,22.86,25.96,29.18,20.38,24.56,25.66,37.54,26.25,24.50,25.93,
Calc annual,22.86,25.96,29.18,20.38,24.56,25.66,37.54,26.25,24.50,25.93,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,
