"PENSFORD SUTTON COURT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,4.38,3.61,1.91,3.11,3.45,4.39,0.65,2.30,0.87,6.80,,
February,0.79,0.01,2.13,5.29,3.87,0.18,0.71,3.30,3.03,4.65,,
March,1.18,3.35,1.08,0.39,2.86,3.37,4.22,5.23,0.95,1.31,,
April,2.18,1.33,1.24,0.13,2.82,3.25,1.01,3.59,2.43,4.15,,
May,2.39,3.99,0.95,1.36,1.94,0.99,0.33,1.64,4.12,2.45,,
June,4.29,2.32,2.72,1.06,2.70,0.68,1.62,2.42,2.59,1.04,,
July,4.08,3.37,3.34,4.96,5.49,4.15,1.47,1.74,0.47,1.00,,
August,3.86,7.62,5.24,1.75,2.93,3.73,2.40,5.57,2.55,1.60,,
September,1.86,2.37,3.60,2.59,2.83,1.17,7.96,4.32,1.53,5.07,,
October,1.58,9.31,3.66,5.08,3.65,4.97,3.71,1.80,5.51,4.06,,
November,3.03,3.68,2.77,3.00,6.40,7.16,1.08,2.32,4.64,4.35,,
December,2.16,6.49,1.81,4.12,3.21,3.24,5.84,6.31,5.12,3.20,,
Total,31.78,47.45,30.45,32.84,42.15,37.28,31.00,40.54,33.81,39.68,,
Calc annual,31.78,47.45,30.45,32.84,42.15,37.28,31.00,40.54,33.81,39.68,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,,
