ALTRINCHAM NORMAN'S PLACE OLD GAUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ765877,Long,-2.35478,Lat,53.385615,Elevation,150,Ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2738,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,0.58,0.35,2.4,4.18,4.27,2.2,5.25,2.75,1.43,1.27,3.67,2.19,3.7,1.22,2.31,2.96,1.36,1.28,1.9,3.61,4.39,2.15,2.07,2.75,2.67,1.85,4.62,1.31,2.12,1.59,3.75,1.28,3.85,3.93,2.07,4.75,2.47,2.13,2.25,3.87,4.11,3.88,3.74,3.11,3.18,2.2,3.22,3.59,7.57,1.88,4.68,4.6,,,,,,,,,
February,2.08,4.35,2.25,2.14,2.35,2.72,0.84,1.08,0.98,2.38,0.48,0.18,2.13,3.13,3.96,0.32,1.95,2.86,2,1.08,3.37,1.45,1.13,2.45,3.71,1.73,3.34,1.9,2.78,1.2,2.62,2.62,1.15,1.58,2.27,3.45,4.09,1.41,3.88,0.76,3.51,1.25,3.78,4.17,0.86,5.01,3.01,1.65,3.43,1,0.21,3.25,,,,,,,,,
March,2.12,3.37,1.97,1.28,2.68,1.69,2.73,1.82,1.77,3.28,2.84,1.35,1.1,0.79,2.58,3.09,4.42,2.74,0.71,1.14,0.9,1.77,1.65,3.75,1.66,3.46,2.87,2.98,2.32,3.04,0.95,1.65,5.19,3.68,3.92,1.34,2.08,1.75,1.36,6.18,3.58,2.71,2.27,1.85,1.2,1.39,1.51,2.54,1.74,0.82,2.87,0.13,,,,,,,,,
April,1.09,1.15,3.65,1.9,1.15,1.86,1.88,1.5,1.38,2.19,1.03,2.27,1.38,0.65,1.7,1.37,1.71,2.59,1.99,3.45,1.92,2.17,2.55,2.12,2.07,2.48,1.31,1.4,1.99,2.5,3.51,2.58,0.46,4.5,1.01,1.32,2.78,4.8,1.63,1.26,5.82,1.43,2.49,2.98,2.14,1.83,1.1,2.05,1.41,0.76,1.76,2.97,,,,,,,,,
May,2.3,3.48,1.38,1.08,1.66,2.51,6.58,2.3,0.68,3.29,2.37,3.15,3.08,2.32,1.85,1.32,0.59,1.84,4.08,2.9,2.05,0.67,3.74,3.23,2.34,0.8,3.1,3.71,2,1.37,3.1,0.66,2.14,2.54,2.15,1.58,2.73,3.5,2.57,1.98,4.5,2.11,1.7,3.66,5.5,4.45,3.37,1.78,1.43,2.14,1.28,2.93,,,,,,,,,
June,3.03,1.99,6.35,3.49,1.33,3.24,2.17,1.46,3.03,1.22,3.14,2.65,3.81,1.81,2.82,2.51,2.77,5.9,3.5,2.03,3.62,1.92,1.81,1.74,0.77,2.73,1.39,5.12,2.12,2.13,2.39,3.37,3.81,2.15,2.55,2.91,2.72,2.86,1.96,1.93,4.43,0.13,2.41,0.78,1.95,0.13,1.88,4.47,5.79,1.27,1.11,5.36,,,,,,,,,
July,5.62,2.05,4.9,3.44,3.17,1.4,4.95,1.11,5.53,2.97,2.42,2.6,3.61,3.57,3.02,5.1,2.12,1.72,0.58,1.68,2.12,4.57,1.97,2.78,1.8,1.82,1.93,3.44,4.44,4.78,4.46,0.42,5.11,1.5,4,4.66,2.62,1.05,3.8,1.62,5.12,0.93,4.71,3.98,2.98,2.06,4.44,1.73,1.94,3.01,6.84,3.79,,,,,,,,,
August,2.1,4.38,3.3,2.61,1.85,1.47,1.95,1.54,3.32,6.66,3.67,4.72,4.23,2.09,4.53,2.91,2.72,2.85,6.07,1.54,5.83,2.19,3.53,4.02,4.65,4.3,3.89,3.81,3.55,3.5,5.82,2.76,7.39,2.82,3.23,4.61,3.5,7.51,2.75,3.86,2.6,4.86,5.18,5.19,7.13,4.47,3.64,4.75,4.72,4.47,5.05,8.53,,,,,,,,,
September,4.05,1.75,2.3,4.85,3.38,4.61,5.11,4.19,1.04,2.61,0.88,2.27,3.76,3.97,1.23,1.56,5.76,4.49,0.82,4.52,1.08,0.82,1.18,5.07,1.69,2.23,2.61,0.71,3.04,2.24,0.58,4.15,2.21,1.56,2.88,0.56,1.4,1.48,9.15,2.32,3.01,1.13,3.19,4.16,3.58,5.12,3.54,6.44,0.99,2.04,3.26,2.79,,,,,,,,,
October,2.28,2.55,3.6,5.86,2.23,6.55,6.26,2.81,1.39,3.01,2.14,4.17,4.1,2.56,3.67,3.66,4.3,2.16,4.4,3.9,5.21,3.02,4.18,7.07,1.36,3.96,6.61,3.82,1.78,6.33,2.39,3.26,2.79,2.41,1.89,1.77,3.98,7.09,2.79,2.66,1.56,2.44,0.4,4.49,4.31,4.48,4.07,2.51,4.5,5.1,4.43,1.7,,,,,,,,,
