SOUTHAMPTON-ELING (ELING HOUSE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref ,SU364126 ,Long ,-1.4826,Lat ,50.9121,Elevation ,15,ft ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no ,RR205 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889
January ,,,,,,,,,2.92,2.45,0.55,4.53,5.28,4.69,1.7,0.38,2.5,1.76,0.58,2.06,2.75,0.74,2.01,4.68,2.16,4.82,6.38,3.7,3.93,3.39,1.6,2.78,6.46,4.89,2.14,4.21,1.22,6.47,0.82,4.58,0.77,2.3,0.73,3.24,3.36,,,,,
February ,,,,,,,,,4.7,1.68,1.94,0.97,0.82,0.53,0.73,1.16,1.05,0.2,1.09,2.31,0.76,0.92,1.13,1.44,1.33,2.81,3.5,2.9,1.29,3.75,2.14,2.33,2.4,1.81,2.16,2.67,2.97,0.87,2.66,4.39,3.59,1.96,1.05,4.11,2.76,,,,,
March ,,,,,,,,,2.66,0.71,0.34,3.61,0.58,1.36,0.27,1.97,0.92,1.9,0.73,1.5,2.78,4.25,3.89,1.24,3.23,0.91,2.18,2.77,1.6,2.2,2.02,1.6,3,2.96,0.2,1.12,3.67,0.95,1.84,0.49,1.08,1.98,1.09,1,2.81,,,,,
April ,,,,,,,,,2.67,2.64,4.3,1.4,0.75,2.63,0.14,0.27,3.59,1.96,2.02,2.73,1.32,0.35,1.72,0.68,2.08,0.66,2.7,1.99,3.41,1.14,0.23,3.78,1.1,1.05,2.25,1.62,1.91,4.67,2.82,2.17,1.85,0.51,3.98,1.04,1.94,,,,,
May ,,,,,,,,,0.62,2.04,1.92,1,2.07,2.27,3.14,2.35,2.85,0.72,1.65,1.89,2.86,1.6,3.67,1.96,1.42,2.98,1.15,1.55,1.8,4.48,1.35,0.3,2.97,1.01,0.64,2.86,0.3,2.46,5.04,2.91,0.86,1,1.8,2.5,1.19,,,,,
June ,,,,,,,,,5.09,0.98,2.73,1.81,5.25,3.15,1.51,0.86,1.25,0.94,0.46,1.47,5.76,3.94,1.34,4.47,1.35,2.98,2.29,1.88,0.71,1.5,0.33,1.94,3.42,2.5,2.23,3.46,1.17,1.03,1.16,4.26,2.1,2.01,2.45,1.64,2.48,,,,,
July ,,,,,,,,,2.85,2.12,3.64,2.62,2.81,3.13,1.9,3.03,0.63,1.41,2.06,2.32,3.55,4.59,1.95,1.35,0.41,2.58,1.23,5.42,0.77,0.98,0.61,5.23,4.11,2.04,1.28,5.01,0.64,3.51,1.31,5.03,4.55,1.93,3.25,2.83,2.73,,,,,
August ,,,,,,,,,4.18,1.41,1.8,1.12,4.55,2.98,0.99,1.37,2.18,1.7,1.4,1.94,3.48,0.57,1.74,2.38,1.33,2.71,2.23,2.09,4.36,0.6,2.19,1.34,1.91,2.53,1.61,1.97,3.44,3.24,6.11,5.93,0.85,4.85,2.11,1.43,1.16,,,,,
September ,,,,,,,,,2.56,3.82,2.2,0.01,4.82,1.92,0.62,2.55,3.03,2.55,1.91,3.79,5.65,3.18,0.89,3.56,2.39,0.33,6.52,2.9,4.78,2.42,2.09,6.17,2.84,2.87,4.1,2,5.65,1.81,1.1,3.1,,2.05,2.31,4.61,2.1,,,,,
October ,,,,,,,,,4.49,4.98,1.68,3.72,4.7,5.27,2.66,5.08,2.03,4.97,1.58,3.82,1.12,0.77,5.73,4.25,1.19,8,1.28,2.34,2.99,2.25,3.89,1.89,5.64,2.87,4.46,5.32,2.67,1.93,3.15,1.73,5.14,1.55,7.84,2.67,0.96,,,,,
November ,,,,,,,,,1.77,1.34,2.82,0.63,7.77,1.3,1.94,0.9,0.99,1.7,1.11,3.32,3.04,4.12,0.91,2.01,4.39,3.62,2.17,0.78,1.36,1.17,2.16,0.78,4.82,0.96,3.4,4.91,4.54,7.03,2.65,0.13,1.76,5.37,4.07,4.57,1.33,,,,,
December ,,,,,,,,,5.33,3.41,1.93,1.45,4.08,0.45,1.08,1.48,3.45,0.47,2.59,4.55,3.54,1.39,2.19,2.44,1.6,2.58,2.29,1.25,8.63,4.03,2.99,2.57,5.3,0.61,3.42,1.31,8.22,1.8,1.72,0.9,,3.06,2.61,0.86,3.77,,,,,
Total ,,,,,,,,,39.84,27.58,25.85,22.87,43.48,29.68,16.68,21.4,24.47,20.28,17.18,31.7,36.61,26.42,27.17,30.46,22.88,34.98,33.92,29.57,35.63,27.91,21.6,30.71,43.97,26.1,27.89,36.46,36.4,35.77,30.38,35.62,,28.57,33.29,30.5,26.59,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1851 Sep ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880 Sep Dec estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1885 TYR states that Gauge moved twice, first to Beachfield Totton then to Baronald Millbrook.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
