"PAPPLEWICK WATER WORKS",,,,,,,,,,,,
Grid ref,SK582521,Long,-1.132975,Lat,53.062984,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.97,1.58,1.71,1.99,2.97,0.77,3.75,0.85,1.06,0.99,,
February,3.95,1.21,2.34,1.00,3.09,0.90,2.62,1.66,1.71,0.66,,
March,0.79,2.08,1.59,3.81,1.98,2.60,1.57,1.37,2.80,3.53,,
April,0.99,1.32,2.27,1.07,1.46,1.75,0.41,1.95,2.09,1.50,,
May,1.47,0.90,2.09,4.64,1.65,0.54,1.86,3.77,1.84,1.33,,
June,4.08,0.86,2.02,1.39,0.40,2.82,1.61,2.58,2.47,2.38,,
July,2.08,5.80,1.26,2.55,3.77,1.38,0.28,2.22,2.40,3.80,,
August,5.03,1.35,3.79,5.42,2.90,3.35,1.28,2.83,3.33,3.69,,
September,0.33,1.24,1.16,3.21,1.48,1.57,0.97,0.59,1.80,2.90,,
October,2.53,1.84,2.79,6.54,0.44,1.27,5.51,4.30,0.99,3.07,,
November,2.76,2.49,1.69,1.84,1.16,3.28,3.12,2.12,1.10,0.30,,
December,4.24,5.28,2.36,1.20,1.79,0.55,2.80,2.66,1.77,4.85,,
Total,32.22,25.95,25.07,34.66,23.09,20.78,25.78,26.90,23.36,29.00,,
Calc annual,32.22,25.95,25.07,34.66,23.09,20.78,25.78,26.90,23.36,29.00,,
Difference,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
