BIRMINGHAM-WW-ABERCAETHON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SN875688,Long,-3.6514302,Lat,52.305756,Elevation,1240,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,,9.2,10.15,7.65,8,5,8.3,12.95,13.3,,4.2,,9.2,9.6,9.95,5.45,8.8,5.9,14.95,,4.2,7.55,8.42,3.5,5.7,5.6,,,,,10.1
February,,,,,,,,,,,0.6,8.85,0.2,7.75,0.45,9.75,3.9,10.2,5.25,8.75,4.6,7.05,2.15,6.7,4.2,7.55,14.1,,5.5,3.25,11.1,7.85,,3.9,6.9,3.55,1.9,6.4,,1.23,
March,,,,,,,,,,,4.25,1.9,4.87,4.45,6.6,2.65,3.65,4.1,2.1,4.45,4.85,5.05,4.45,2.25,1.2,3.45,1.7,,5.1,4.8,3.4,,3.33,,4.7,4.25,,6.51,1.85,,3.65
April,,,,,,,,,,,4.35,6.5,6.7,0.85,5.45,7.65,4.1,7.35,0.95,5.2,3.8,2.65,4.6,2.7,2.7,3.2,2.35,5.3,5.1,6.45,6.5,6.7,3.5,5,3.8,4.9,3.1,0.45,,7.15,6.5
May,,,,,,,,,,,3.75,4,5.55,2.2,3.85,2,2.6,2.2,4.15,1.25,2.2,4.9,7.1,6.45,3.75,4.45,3.4,3.9,3.4,6.2,1.65,3.2,3.85,3.6,3.7,6.45,,3,4.1,2.4,2.55
June,,,,,,,,,,,2.15,4.1,2.15,5.1,2.55,5.7,5.85,3.15,6.6,3.15,0.75,1.67,0.85,5.85,3.6,7.25,5.25,3.25,7.1,0.66,2.35,1.35,4.96,1.5,6.65,7.75,3.25,2.58,5.3,,3.6
July,,,,,,,,,,,9.3,6.3,6.9,6.1,3.8,2,8.85,3.45,6.1,9.5,9.7,3.55,6.9,5.1,4.4,3.7,4.15,4.75,3.75,1.95,4.75,3,2.85,,8.9,0.86,4.85,,5.6,5.1,
August,,,,,,,,,,,7.9,5.75,1.8,2.4,7.75,3.2,1.55,1.4,5.25,3.7,2.75,8.9,5.6,6.25,3.9,4.4,12.35,,5.9,4,8.8,6.95,5.4,5.6,7.15,2,9.2,10.6,4.35,0.65,5.1
September,,,,,,,,,,,,3.5,7.2,1.35,,,6.45,3.4,2.75,1.25,4.7,1.4,5.1,6.9,7.1,4.8,8.95,3.8,6,2.55,12.65,5.2,6,7.3,8.35,5.2,6.9,13.65,9.1,0.6,6.5
October,,,,,,,,,,,,3.7,14.75,,8.5,,7.6,4.3,9.9,3.95,8.6,8.2,10.1,5.9,11.6,5.6,3.4,2,5.8,9.7,4.35,2.15,6.3,3.8,,5.4,4.7,6.9,8,10.7,6.8
November,,,,,,,,,,,,10.75,6.75,2,3.3,10.25,8.45,2.2,12.15,18.2,14.9,5.75,1.15,8.8,11.55,0.9,12.2,7,4.6,11,8.75,13.84,5.8,7,12.5,4,4.8,4.25,3.7,,12.8
December,,,,,,,,,,,9.3,5.15,4.75,1.45,12.1,6.4,12.1,6.15,8.45,6.3,7.65,7.45,10.3,4,7.25,7.55,8.25,8.05,9.85,13.15,5.95,9.4,,2.9,10.45,8.1,7.65,8.1,7,12.8,11.6
Total,,,,,,,,,,,,69.7,71.77,,,,73.4,60.85,76.95,,68.7,,67.5,70.5,71.2,58.3,84.9,,77.05,,74.45,,,,,58.06,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDAS src_id 10451 ABERCAETHON Start 1930 end 1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR is cottage/farm Lluest Aber-caethon. Altitudes match. 1950s record has NGR SN870690 which is  another cottage/farm Lluest Calettwr, about 500m W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1932 annual total is in brackets but none of the monthly readings are in brackets, readings left in this record",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
