"BOOTLE (FELLSIDE)",,,,,,,,,,,,
Grid ref,SD117882,Long,-3.357750,Lat,54.281781,,,,,,,
Station no,3649/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.20,3.70,2.85,3.45,2.75,5.05,4.20,6.25,2.70,6.30,,
February,5.05,2.95,1.55,5.50,2.05,0.55,4.95,6.40,0.90,5.70,,
March,5.15,3.35,0.50,2.55,2.50,2.00,3.60,1.90,3.65,2.50,,
April,2.15,3.30,2.17,1.90,3.40,0.90,1.15,1.70,4.20,4.60,,
May,2.65,3.00,3.95,4.75,2.75,2.70,4.30,4.80,1.15,2.95,,
June,0.75,4.00,1.70,4.95,4.30,3.50,2.45,5.05,2.90,1.95,,
July,3.50,1.80,5.55,5.65,3.10,5.50,5.90,3.85,3.20,7.25,,
August,6.10,5.45,5.05,6.45,3.40,10.15,3.90,5.35,0.55,3.70,,
September,7.40,4.15,5.50,7.00,3.60,4.50,8.65,5.80,1.70,4.05,,
October,0.85,4.95,2.65,9.40,3.00,4.70,5.38,6.05,5.85,3.90,,
November,11.10,2.40,7.80,11.50,3.90,1.45,3.02,2.65,7.65,9.60,,
December,7.45,4.05,3.15,6.90,5.20,5.75,7.30,4.55,9.65,5.83,,
Total,59.35,43.10,42.42,70.00,39.95,46.75,54.80,54.35,44.10,58.33,,
Calc annual,59.35,43.10,42.42,70.00,39.95,46.75,54.80,54.35,44.10,58.33,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
