"BROADSTAIRS DOMUS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,304,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.88,1.93,2.78,1.48,1.94,1.04,1.47,1.35,2.53,1.20,2.08,
February,0.63,0.81,1.36,2.42,0.95,2.73,2.31,3.45,1.00,0.58,1.35,
March,0.40,1.01,1.78,1.08,1.01,1.14,0.16,1.76,2.12,0.32,2.06,
April,2.43,1.25,1.90,1.39,2.12,1.95,2.71,1.67,2.41,0.94,1.60,
May,1.28,0.90,0.54,2.62,3.15,1.83,1.06,0.48,3.83,0.87,3.30,
June,1.13,0.22,1.67,0.62,2.11,0.66,3.15,3.55,2.11,0.91,0.98,
July,2.34,0.11,1.81,0.42,2.58,2.21,1.66,5.36,0.86,0.72,2.90,
August,2.06,1.06,2.33,1.83,1.88,1.62,2.01,3.67,1.96,1.93,2.37,
September,3.79,0.64,3.89,1.31,3.00,2.84,0.44,2.70,1.67,0.43,4.22,
October,0.95,0.94,2.87,4.30,4.01,2.36,3.99,0.97,3.72,3.25,1.17,
November,0.66,1.88,0.91,2.25,2.33,3.76,5.26,2.59,4.62,3.81,4.04,
December,2.54,1.23,2.04,2.12,1.96,2.59,0.81,3.80,3.54,4.43,1.99,
Total,20.09,11.98,23.88,21.84,27.04,24.73,25.03,31.35,30.37,19.39,28.06,
Calc annual,20.09,11.98,23.88,21.84,27.04,24.73,25.03,31.35,30.37,19.39,28.06,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
