HAZELBOROUGH-WOODS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP654427,Long,-1.047103,Lat,52.078806,Elevation,441,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,0.89,2.78,1.24,1.66,2.71,3.35,2.59,2.58,2.99,1.28,2.86,1.26,3.23,2.18,3.77,1.4,3.52,,1.41,1.37,1.63,0.5,3.45,4.66,3.32,5.39,2.87,3.6,3.96,,1.99,1.96,1.75,1.7,3.77,0.89,0.61,3.42,1.57,1.14,0.97,2.57,4.8,1.67,3.29,4.13,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,2.16,3.28,4.44,1.1,1.07,2.8,0.92,0.5,2.6,4.33,0.66,3.25,2.13,3.14,2.28,0.86,1.08,,0.16,2.59,0.48,2.67,1.65,4.17,0.65,1.04,2.02,2.44,1.27,,1.17,1.96,1.88,1.23,1.14,1.42,4.35,3.15,0.55,1.68,2.3,1.77,0.69,3.38,3.11,0.14,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,3.2,1.12,5.88,1.97,0.63,4.05,2.24,1.05,1.65,2.08,0.93,0.58,0.44,1.87,1.43,0,1.85,,2,2.19,1.93,0.41,1.72,3.01,0.29,2.26,2.59,3.13,2.14,0.74,0.18,0.7,0.82,5.12,1,1.58,1.2,3.73,2.82,0.72,3.15,1.85,0.93,2.24,1.87,2.95,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,0.96,0.81,1.45,1.78,3.65,2.38,4.22,1.36,3.37,2.54,3.17,1.51,2.52,1.34,1.21,1.64,1.97,,2.44,0.87,1.56,3.69,1.7,3.82,0.11,2.74,2.01,1.34,0.92,0.76,2.1,1.23,1.34,1.97,1.5,1.69,2.28,2.81,,1.85,0.31,0.77,1.05,0.53,0.86,2.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1.06,2.44,1.84,2.03,1.46,0.65,1.68,1.3,2.02,1.32,4.39,2.4,2.69,0.87,0.87,1.63,2.13,,5.64,0.8,0.52,2.09,0.93,2.42,1.9,1.42,1.75,2.37,3.11,2.24,1.22,2.08,2.19,1.71,4.14,3.26,2.51,3.91,,1.39,2.76,4.43,0.45,1.54,2.1,0.62,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,2.5,0.29,2.07,1.59,0.63,1.03,2.96,0.54,1.08,0.49,2.27,0,2.89,2.85,2.35,1.28,0.63,2.5,0.88,2.3,1.51,3.64,2.94,1.45,1.19,2.28,0.56,2.19,0.21,2.62,3.29,2.08,2.37,1.37,2.22,0.78,1.5,1.02,1.45,1.76,2.58,2.56,2.82,1.3,4.25,0.83,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,0.96,1.75,5.33,3.33,2.55,2.83,2.17,3.28,0.4,4.9,2.39,3.35,3.41,1.8,3.05,2.04,1.26,2.99,2.78,1.7,1.22,1.83,0.43,6.01,2.25,1.7,4.56,3.46,3.37,1.96,1.05,2.13,1.92,4.22,1.94,1.4,0.74,4.78,0.96,0.37,3.8,2.89,0.15,4.82,4.69,2.03,3.13,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,0.46,1.58,2.04,3.3,5.59,0.96,2.47,1.12,1.65,5.18,1.87,2.39,1.57,1.66,4.22,2.1,1.09,2.84,3.96,1.96,,2.16,2.21,0.62,0.65,3.06,4.4,0.1,4.56,,2.16,2.26,1.36,3.97,0.32,4.07,1.13,2.69,4.84,3.4,2.71,3.65,0.11,3.46,4.07,3.16,0.89,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,2.53,1.29,2.19,0.96,1.69,4.31,1.52,1.89,1.52,2.52,2.72,3.04,3.9,1.74,5.48,0.72,0.22,4.89,,1.31,1.24,2.48,4.2,2.02,1.9,1.73,0.9,0.83,0.23,1.18,2,3.31,1.89,3.79,1.34,2.75,1.33,3.67,2.03,1.9,1.71,2.72,2.1,2.48,5.2,2.12,0.02,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,5.23,2.69,2.08,2.89,3.15,1.46,2.08,1.27,1.33,0.68,3.52,3.3,3.2,2.02,2.04,4.07,3.26,1.72,0.31,3.35,,1.38,2.62,2.05,2.74,3.19,6.53,2.8,2.13,2.41,2.48,3.4,3.68,1.2,0.27,3.89,4.91,0.5,0.76,3.56,2.9,3.07,1.62,1.57,1.94,2.78,1.93,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
