WRAXALL-COURT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST489721,Long,-2.73575,Lat,51.44602,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,5.24,3.22,5.61,1.08,4.51,1.95,4.27,2.97,2.23,0.83,3.71,3.74,4.64,5.1,2.65,3.65,3.15,5.94,2.19,2.2,3.28,2.55,5.88,0.91,0.93,3.72,2.71,,,3.67,,,,,
February,,,,,,,1.95,3.5,3.45,1.3,0.56,2.08,0.14,4.26,0.42,2.78,2.31,4.62,1.03,1.87,2.18,3.65,0.26,1.91,0.69,3.46,2.68,1.93,2.23,1.15,5.74,3.62,0.79,,,1.81,,,,,
March,,,,,,,0.55,2.89,2.94,0.5,2.05,1.18,2.36,2.86,2.23,0.63,3.11,3.87,0.58,1.53,2.91,3.48,1.97,1.19,0.33,1.13,1.14,6.48,1.68,1.4,1.27,4.27,2.91,,,1.18,,,,,
April,,,,,,,2.99,1.44,1.45,0.89,2.63,2.57,3.19,1.2,2.75,4.78,3.01,2.81,0.2,2.86,2.43,1.75,0.94,1.18,2.33,1.02,2.79,2.57,2.03,2.11,2.37,3.25,1.61,,,1.28,,,,,
May,,,,,,,2.76,1.3,2.05,2.44,1.34,3.58,5.93,2.37,1.44,1.32,1.3,2.94,2.21,1.03,3.01,1.97,3.51,2.84,0.96,4.75,3.94,2.67,3.9,3.39,2.03,2.49,4.64,,1.67,3.86,,,,,
June,,,,,,,1.93,3.24,3.23,2.07,0.78,3.87,1.01,1.15,1.41,3.38,3.68,1.82,1.25,2.05,0.87,2.05,0.44,1.79,4.55,3.2,3.66,1.47,2.08,0.66,1.88,0.68,3.56,,3.88,2.97,,,,,
July,,,,,,,2.19,5.44,3.6,1.6,2.97,4.77,4.04,1.76,1.6,1.16,5.42,4.87,3.14,4.81,8.57,2.85,3.07,1.9,2.26,2.02,1.54,3.15,1.12,1.53,3.86,1.26,0.69,,4.46,0.15,,,,,
August,,,,,,,3.41,3.89,2.18,4.37,4.14,3.6,1.61,1.41,2.77,2.26,0.71,1.25,3.77,2.98,0.17,4.88,3.6,4.58,3.01,3.03,7.56,0.77,4.26,3.49,6.89,4.17,5.74,,3.01,0.97,,,,,
September,,,,,,,2.03,6.71,1.18,0.43,3.54,2.8,5.2,2.41,2.74,7.12,3.29,1.67,1.95,0.83,1.2,0.6,2.07,4.17,4.64,2.86,4.41,1.37,2.71,2.92,5.49,2.42,3.32,,5.75,1.35,,,,,
October,,,,,,,4.86,2.78,6.19,6.34,3.89,1.25,7.36,3.27,2.16,6.55,1.89,3.08,6.26,2.88,4.23,2.18,4.02,2.78,3.9,3.96,1.11,0.45,4.93,7.22,1.98,0.67,4.54,,4.87,1.8,,,,,
November,,,,,,,7.75,3.47,3.6,9.09,4.36,4.34,2.04,0.66,1.44,6.5,4.35,1.74,4.35,6.5,8.2,2.04,1.45,2.32,6.43,0.38,4.15,3.05,2.08,3.56,5.82,6.94,4.49,,6.25,3.17,,,,,
December,,,,,,,0.68,3.14,3.76,7.08,3.41,2.17,1.54,1.44,6.81,4.08,3.25,2.02,3.23,2.16,1.64,2.91,3.51,1.88,2.13,4.82,3.24,2.89,3.78,2.72,2.03,2.48,2.21,,2.23,3.85,,,,,
Total,,,,,,,36.34,41.02,39.24,37.19,34.18,34.16,38.69,25.76,28,41.39,36.03,34.43,32.61,34.6,38.06,32.01,27.99,32.48,33.42,32.83,39.5,29.35,36.68,31.06,40.29,35.97,37.21,,,26.06,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953 Return lost by gardener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954 Jan-Mar No record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954 Apr amended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955 Nov 11th Inspected Gauge a wreck but funnel and bottle in tact. Site reasonable Recommend new gauge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956 Jan 1st New gauge on same site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
