COCKERMOUTH (MAIN ST),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6259,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,4.41,3.98,7.00,,,,,,,,,
February,3.56,3.52,3.34,,,,,,,,,
March,2.35,2.94,3.57,,,,,,,,,
April,2.11,2.50,1.55,,,,,,,,,
May,4.02,0.97,2.92,,,,,,,,,
June,1.97,1.75,4.59,,,,,,,,,
July,1.05,2.92,4.04,,,,,,,,,
August,2.85,3.31,3.88,,,,,,,,,
September,4.32,2.23,6.96,,,,,,,,,
October,9.56,3.81,7.76,,,,,,,,,
November,3.52,2.64,5.20,,,,,,,,,
December,2.00,6.32,5.02,,,,,,,,,
Total,41.72,36.89,55.83,,,,,,,,,
Calc annual,41.72,36.89,55.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
