"BROADWAY (BUCKLAND MANOR)",,,,,,,,,,,,
Grid ref,SP079361,Long,-1.886279,Lat,52.023263,,,,,,,
Station no,2183,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.33,,,,,,,,,,,
February,4.15,,,,,,,,,,,
March,5.90,,,,,,,,,,,
April,3.41,,,,,,,,,,,
May,3.19,,,,,,,,,,,
June,0.78,,,,,,,,,,,
July,0.66,,,,,,,,,,,
August,5.26,,,,,,,,,,,
September,2.44,,,,,,,,,,,
October,1.26,,,,,,,,,,,
November,8.15,,,,,,,,,,,
December,1.92,,,,,,,,,,,
Total,39.45,,,,,,,,,,,
Calc annual,39.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
