KETTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK984044,Long,-0.547645,Lat,52.628449,Elevation,106,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2523/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,0.78,3.54,3.17,2.04,4.81,2.01,3.08,2.3,3.1,1.57,1.64,1.49,,4.24,1.28,1.01,2.61,1.46,0.89,1.43,2.54,4.49,0.75,2.53,3.2,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,1.63,1.94,3.22,0.63,0.6,1.92,1.8,1.02,0.41,1.46,1.36,2.08,,1.17,0.84,3.52,4.12,0.37,2.1,2.2,2.58,0.79,2.74,3.59,0.11,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,0.58,1.2,3.28,0.15,1.37,1.94,3.53,1.73,0.65,0.28,0.43,1.03,,0.61,1.29,0.75,3.44,2.96,1.09,2.18,2.53,0.86,1.74,1.67,1.95,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,2.93,1.9,1.94,0.03,1.75,1.36,1.55,0.79,0.66,2.07,0.88,1.42,2.1,1.33,2.25,1.92,2.16,1.51,2.27,0.31,0.94,1.15,0.47,0.75,1.91,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,0.68,1.24,3.74,2.26,0.59,1.26,2.55,2.39,1.91,1.19,2.03,2.14,1.52,2.73,1.79,2.39,2.93,1.83,2.05,2.96,3.42,0.89,1.72,2.16,0.59,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,2.71,3.46,1.08,1.06,1.47,0.85,0.89,1.13,1.85,2.48,1.54,3.26,2.57,3.83,0.65,2.18,1.58,1.75,2.49,3.06,2.72,2.49,2.12,4.05,0.71,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,0.26,4.03,1.43,1.55,3.17,3.2,4.57,1.95,0.76,1.9,1.46,2,1.8,1.24,2.14,2.8,0.66,0.33,1.75,2.07,0.27,3.33,2.88,2.76,1.56,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,1.66,0.6,0.64,2.5,4.18,0.25,3.4,1.61,1.85,2.86,1.38,4.35,0.03,3.64,1.29,1.43,4.68,3.72,2.99,3.84,0.82,3.91,3.13,2.56,1.12,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,2.55,1.88,1.27,1.56,1.04,0.91,0.45,0.77,1.82,3.26,1.06,2.74,1.19,2.5,1.6,3.01,1.35,1.8,1.53,2.05,1.7,1.96,5.03,1.84,0.16,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,2.25,1.01,2.24,1.89,3.68,2.95,1.82,2.13,1.37,2.12,2.19,1.58,0.25,2.67,3.89,0.77,1.2,2.56,1.9,2.28,2.15,1.02,1.05,1.83,1.27,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
