PAISLEY MUIRHEAD,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5281,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,4.05,3.68,9.16,5.72,5.21,8.84,4.79,9.21,6.05,1.69,,
February,3.51,6.19,4.16,1.68,1.91,2.17,5.95,6.44,4.41,2.93,,
March,1.40,3.45,4.41,2.57,5.49,2.37,5.13,3.19,3.44,5.66,,
April,2.06,4.47,1.43,0.34,2.39,2.45,1.78,4.17,3.04,1.97,,
May,3.24,1.10,3.59,2.79,2.28,2.76,0.92,2.50,2.87,2.82,,
June,1.66,4.59,7.41,1.68,2.08,4.42,5.24,5.28,3.03,5.38,,
July,2.91,4.31,4.16,6.18,4.69,2.14,4.02,4.59,0.63,5.12,,
August,1.56,3.54,4.80,5.16,6.99,6.13,6.08,7.48,3.51,5.81,,
September,3.64,2.08,7.82,7.25,6.97,5.76,3.21,2.35,7.90,8.01,,
October,5.03,3.32,3.88,6.94,11.25,5.84,7.92,7.82,7.77,4.42,,
November,2.12,4.05,5.31,4.64,7.11,6.36,3.35,10.66,2.47,1.98,,
December,2.27,5.69,7.05,5.55,2.37,4.52,7.99,9.32,1.89,3.97,,
Total,33.45,46.47,63.18,50.50,58.74,53.76,56.38,73.01,47.01,49.76,,
Calc annual,33.45,46.47,63.18,50.50,58.74,53.76,56.38,73.01,47.01,49.76,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,,
