"GRIMWITH RESERVOIR",,,,,,,,,,,,
Grid ref,SE062642,Long,-1.906743,Lat,54.073694,,,,,,,
Station no,3340,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.72,4.16,1.40,3.08,2.79,4.73,4.75,3.73,4.10,6.19,,
February,3.54,0.75,3.57,2.57,3.65,2.85,3.93,6.73,0.65,3.55,,
March,4.41,3.48,0.87,3.00,2.31,2.32,4.43,1.89,2.54,2.53,,
April,2.36,2.59,3.13,1.20,1.37,2.05,0.47,1.20,3.65,3.07,,
May,5.29,2.19,1.86,4.02,3.70,2.15,1.64,5.94,0.81,2.65,,
June,1.26,2.50,2.02,3.56,3.21,3.39,1.56,4.12,1.36,1.84,,
July,2.77,1.99,4.19,3.18,1.41,7.73,4.01,4.10,3.06,7.64,,
August,5.23,6.23,5.22,8.74,1.14,9.21,5.15,5.08,0.56,4.38,,
September,3.30,4.52,3.67,5.82,2.23,5.34,5.03,4.45,0.28,3.70,,
October,1.61,5.09,2.20,8.28,3.03,2.34,6.00,3.61,4.16,7.39,,
November,10.60,2.24,5.00,9.81,2.89,1.21,2.76,1.41,6.65,6.75,,
December,7.31,3.32,1.81,8.14,7.36,5.45,4.96,5.86,8.95,4.97,,
Total,51.40,39.06,34.94,61.40,35.09,48.77,44.69,48.12,36.77,54.66,,
Calc annual,51.40,39.06,34.94,61.40,35.09,48.77,44.69,48.12,36.77,54.66,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
