"GRIMWITH RESERVOIR",,,,,,,,,,,,
Grid ref,SE062642,Long,-1.906743,Lat,54.073694,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.76,3.09,2.65,5.03,4.01,1.64,6.55,2.17,4.23,2.39,,
February,4.78,1.75,1.64,4.60,4.43,2.37,3.26,2.59,3.37,2.69,,
March,0.95,3.41,2.34,6.36,2.91,3.55,3.80,3.63,4.76,3.81,,
April,2.84,2.64,1.71,2.27,3.11,3.22,1.32,2.50,3.31,3.59,,
May,2.34,2.01,2.80,3.96,3.73,0.70,5.39,3.72,3.05,2.45,,
June,4.29,1.43,1.49,2.00,2.53,1.76,1.48,5.85,3.80,2.50,,
July,2.89,2.68,2.71,4.10,1.93,0.85,2.43,2.03,4.77,5.09,,
August,6.34,3.54,2.49,4.53,3.96,5.94,4.35,3.39,3.42,3.61,,
September,1.32,1.58,2.04,5.19,1.86,4.06,1.22,0.80,4.91,2.60,,
October,6.58,2.46,3.77,10.39,1.50,2.80,8.39,6.95,2.64,4.30,,
November,5.86,6.74,2.77,2.44,3.76,7.29,5.61,3.61,3.12,2.22,,
December,5.29,5.80,4.15,3.15,3.20,1.96,2.95,6.44,2.77,5.89,,
Total,50.24,37.13,30.56,54.02,36.93,36.14,46.75,43.68,44.15,41.14,,
Calc annual,50.24,37.13,30.56,54.02,36.93,36.14,46.75,43.68,44.15,41.14,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
