GODALMING-BOROUGH-ROAD-PUMPING-STATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU967444,Long,-0.61712,Lat,51.19071,Elevation,120,ft,,,,,,,,,,,,,,,,,,,,,,
Station no,184/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,1.78,3.48,2.05,2.49,0.73,5.07,6.15,2.95,5.42,2.98,2.35,2.33,5.93,1.8,1.79,2.45,2.24,5.02,0.95,0.91,3.74,2.07,1.3,1.5,3.22,3.94,1.77,2.87,3.32,3.15
February,1.78,0.38,4.98,0.02,4.29,2.32,4.55,0.57,1.4,2.74,3.05,0.72,1.48,0.61,1.78,2.38,1.57,1.37,1.48,5.16,6.75,0.75,1.48,2.48,1.73,0.35,3.9,2.45,0.02,2.52
March,0.49,1.89,4.01,2.93,0.48,1.71,3.96,0.24,1.42,3.09,2.81,1.52,0.47,0.11,0.92,1.23,5.14,0.92,1.1,1.27,4.29,2.86,0.54,2.79,1.3,0.77,1.38,2.53,3.16,1.38
April,3.71,2.69,0.96,2.15,3.23,1.93,2.41,0.17,2.86,1.63,1.52,1.46,0.74,1.05,1.07,2.66,2.41,1.78,1.71,2.74,2.59,1.61,2.13,0.36,0.2,1.23,0.42,0.92,2.34,0.92
May,2.81,4.85,2.18,0.64,1.38,0.84,3.6,1,2.45,1,2.74,3.4,3.1,0.55,1.36,3.43,1.68,2.38,2.17,1.6,2.6,2.29,2.2,2.65,3.63,0.3,1.46,2.92,0.51,1.42
June,1.41,1.5,1.73,1.19,3.69,3.02,1.88,0.56,1.41,0.94,1.68,0.35,0.99,1.34,2.47,2.51,2.17,2.75,0.36,1.07,1.14,1.51,1.49,3.6,2.16,2.18,1.1,3.83,0.8,1.52
July,3.68,2.44,1.93,1.77,1.04,4.01,0.37,1.82,3.26,3.03,2.82,1.72,1.44,1.29,5.25,2.14,1.02,0.88,0.71,3.89,1.73,1.06,3.48,2.77,0.26,4.5,4.11,1.04,2.11,2.95
August,3.02,0.68,0.98,2.26,3.29,1.19,1.23,2.11,1.99,0.14,4.46,3.17,1.31,1.42,1.36,4.57,0.49,3.82,0.9,3.2,3.87,2.62,1.55,2.49,1.21,4.23,2.46,3.79,2.55,3.32
September,2.18,2.33,2.62,2.3,4.18,2.06,2.08,1.9,0.69,1.55,0.16,2,1.64,2.4,2.1,4,1.17,1.65,1.11,3.21,2.74,3.55,2.32,2.27,1.71,3.98,2.59,3.97,0.19,3.33
October,0.56,5.1,1.91,1.45,3.9,1.95,3.37,2.69,5.1,3.37,1.01,3.94,3.04,4.23,3.2,1.18,0.52,1.65,7.07,0.35,0.82,3.43,3.86,2.26,4.43,1.59,1.54,2.53,2.52,7.2
November,3.52,1.11,1,3.5,6.29,3.46,2.31,4.8,4.81,6.71,3.1,1.65,1.59,4.2,0.25,5.38,1.15,1.43,2.99,5.63,8.35,3.28,1.49,5.94,2.1,0.83,2.88,2.41,4.29,4.77
December,0.53,0.65,0.32,7.54,3.75,3.16,4.05,3.62,1.32,1.56,1.88,3.66,1.92,2.67,4.23,3.46,3.03,4.35,1.62,1.89,3.59,2.29,0.91,3.31,2.72,4.5,2.49,3.28,5.77,3.63
Total,25.47,27.1,24.67,28.24,36.25,30.72,35.96,22.43,32.13,28.74,27.58,25.92,23.65,21.67,25.78,35.39,22.59,28,22.17,30.92,42.21,27.32,22.75,32.42,24.67,28.4,26.1,32.54,27.58,36.11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR doesn't have 1930 record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950 Gauge sheltered by tree to 50ft WSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950 June Gauge moved 15yds N so tree no longer shelters it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955 Mar 8 Inspection Gauge sound Measure flat b Site lightly o/s by tall chimney ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955 Mar 8 Inspection Site best available Ground surrounding sometimes floods No bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC_ID 6382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931-1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
