"GODALMING (BOROUGH ROAD P.S.)",,,,,,,,,,,,
Grid ref,SU967444,Long,-0.617625,Lat,51.190653,,,,,,,
Station no,184/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.74,2.07,1.30,1.50,3.22,3.94,1.77,2.87,3.32,3.15,,
February,6.75,0.75,1.48,2.48,1.73,0.35,3.90,2.45,0.02,2.52,,
March,4.29,2.86,0.54,2.79,1.30,0.77,1.38,2.53,3.16,1.38,,
April,2.59,1.61,2.13,0.36,0.20,1.23,0.42,0.92,2.34,0.92,,
May,2.60,2.29,2.20,2.65,3.63,0.30,1.46,2.92,0.51,1.42,,
June,1.14,1.51,1.49,3.60,2.16,2.18,1.10,3.83,0.80,1.52,,
July,1.73,1.06,3.48,2.77,0.26,4.50,4.11,1.04,2.11,2.95,,
August,3.87,2.62,1.55,2.49,1.21,4.23,2.46,3.79,2.55,3.32,,
September,2.74,3.55,2.32,2.27,1.71,3.98,2.59,3.97,0.19,3.33,,
October,0.82,3.43,3.86,2.26,4.43,1.59,1.54,2.53,2.52,7.20,,
November,8.35,3.28,1.49,5.94,2.10,0.83,2.88,2.41,4.29,4.77,,
December,3.59,2.29,0.91,3.31,2.72,4.50,2.49,3.28,5.77,3.63,,
Total,42.21,27.32,22.75,32.42,24.67,28.40,26.10,32.54,27.58,36.11,,
Calc annual,42.21,27.32,22.75,32.42,24.67,28.40,26.10,32.54,27.58,36.11,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
