KENMARE DERREEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IV7738558582,Long,-9.777079,Lat,51.766466,Elevation,74,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6029/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,-999,5.03,13.46,6.73,2.23,5.9,11.31,8.24,10.22,5.35,10.34,6.01,9.16,11.45,4.15,4.85,8.93,9.78,6.01,2.6,5.36,5.65,10.88,5.43,9.54,4.03,10.44,10.18,6.79,9.2,2.45,8.23,5.2,6.22,2.39,9.11,16.67,4.65,8.33,6.54,6.7,11.41,7.94,11.25,8.78,11.53,,,,,,,,,,,,,,,17.2,9.64,10.6,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,-999,5.15,7.55,9.01,8.76,6.93,14.53,11.84,10.59,4.38,3.58,1.46,4.8,4.9,0.49,3.98,9.98,5.55,3.79,5.01,5.01,4.75,10.26,6.82,2.2,10.17,7.92,8.53,4.07,6.28,4.68,3.29,4.54,12.4,4.98,9.2,7.11,14.96,14.51,9.4,2.96,10.02,5.85,5.31,5.27,9.4,,,,,,,,,,,,,,,9.9,6.16,8.47,13.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,2.86,2.35,3.14,4.68,8.54,3.39,4.14,10.39,5.01,10.26,2.2,5.85,1.07,6.52,2.57,2.82,0.71,3.7,6.34,8.51,8.61,0.89,4,3.26,3.92,5.17,14.33,4.51,16.2,4.54,3.47,7.27,5.76,6.45,4.42,10.85,9.49,14.13,1.35,3.21,5.44,3.92,4.69,7.97,9,5.73,,,,,,,,,,,,,,,6.62,4.06,5.85,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,8.76,5.07,5.37,7.91,2.04,9.45,6.34,2.92,5.88,4.2,2.74,4.15,5.41,3.99,5.89,1.48,0.97,10.22,5.71,1.27,8.05,8.55,6.71,3.38,9.6,5.79,2.49,4.34,6.14,2.13,5.87,5.23,8.41,3.56,6.53,1.2,6.27,4.57,2.91,6.77,1.74,1.66,3.64,10.03,1.45,5.3,,,,,,,,,,,,,,,4.98,0.16,4.6,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,6.41,7.19,2.26,1.41,3.79,2.77,3.96,4.45,4.53,5.66,0.44,5.43,6.4,7.44,5.08,4.5,1.87,2.41,1.54,0,2.11,2.51,5.28,4.89,4.03,2.73,4.02,3.41,2.24,6.45,5.41,5.49,4.89,2.89,4.77,2.59,6.43,3.18,4.61,3.31,4.81,3.78,8.41,6.21,4.1,3.67,,,,,,,,,,,,,,,4.15,5.56,2.59,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,6.12,8.23,8.15,6.84,9.15,5.08,2.18,0.95,1.51,1.6,1,5.04,3.77,6,5.61,2.86,2.67,2.22,2.28,4.04,4.66,3.37,1.63,8.7,3.89,5.62,5.54,5.12,4.86,3.5,5.57,1.09,1.95,3.21,3.72,11.68,4.38,1.66,3.28,3.3,3.07,2.31,1.74,5.41,0.15,1.93,,,,,,,,,,,,,,,1.21,6.23,3.88,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,1.64,1.68,4.1,5.42,2.59,8.38,6.82,6.72,2.69,8.55,4.35,5.42,1.62,4.12,2.57,5.05,2.81,5.03,5.05,4.76,3,1.06,3.3,2.14,1.24,1.95,5.66,8.22,2.46,7.81,2.39,4.24,3.95,4.03,4.36,3.45,1.07,8.32,10.07,0.96,4.62,6.72,2.32,5.1,6.01,6.23,,,,,,,,,,,,,,,8.23,6.93,5.81,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,8.28,7.87,6,2.28,5.2,5.18,6.57,2.3,4.33,5.8,3.74,7.47,7.29,2.67,6.78,10.03,6.64,3.43,5.09,2.3,9.3,5.5,4.4,4.77,2.21,2.61,7.85,6.41,6.07,3,6.01,6.62,0.64,6.72,3.53,4.88,1.81,7.17,2.94,8.02,9.49,3.33,4.06,2.85,6.26,5.49,,,,,,,,,,,,,,,3.19,5.3,2.8,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,4.55,3.25,4.18,3.32,3.88,2.55,7.47,2.93,8.37,5.47,3.82,1.35,3.23,4.05,6.21,4.76,3.11,1.19,1.5,8.52,4.25,4.65,2.85,2.77,11.05,3.89,9.15,9.76,8.05,2.07,2.06,7.24,0.46,1.2,5.72,2.99,7.58,7.32,6.44,1.94,2.29,9.42,5.52,6.16,2.4,,,,,,,,,,,,,,,,5.64,5.25,2.98,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,8.63,7.84,1.53,2.86,8.73,10.1,7.35,4.27,4.6,7.59,3.77,3.81,4.73,4.25,13.19,5.91,3.93,6.38,4.64,5.28,5.82,10.38,3.55,10.09,4.17,3.58,10.74,5.63,2.65,7.54,6.83,6.63,10.96,5.81,6.94,7.28,11.44,4.75,12.58,14.04,10.17,9.14,1.93,10.08,6.65,,,,,,,,,,,,,,,,3.49,9.46,4.72,16.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
