WIGAN (GRAMMAR SCHOOL),,,,,,,,,,,,
Grid ref,SD580062,Long,-2.635387,Lat,53.550741,,,,,,,
Station no,2994/1/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.54,3.96,1.66,3.26,2.69,5.48,,3.84,,,,
February,2.54,1.68,1.71,1.87,2.62,1.44,,6.38,,,,
March,4.02,2.02,3.10,2.32,2.64,1.26,,2.05,,,,
April,1.85,3.60,2.22,0.85,2.23,2.03,0.65,0.52,,,,
May,2.36,2.08,3.29,2.32,3.78,1.41,2.12,4.29,,,,
June,1.37,2.40,2.00,2.73,3.68,2.41,1.83,5.81,,,,
July,2.57,1.29,4.02,4.84,0.84,5.20,,2.56,,,,
August,4.54,3.39,4.24,5.09,1.25,8.49,,4.91,,,,
September,2.77,4.29,3.23,4.22,4.10,3.88,,4.01,,,,
October,0.80,4.82,2.22,9.46,2.79,2.56,4.69,3.44,,,,
November,7.98,2.39,4.50,6.72,1.84,1.65,,1.54,6.77,,,
December,7.13,3.58,1.37,5.03,5.14,1.98,,3.77,6.48,,,
Total,41.47,35.50,33.56,48.71,33.60,37.79,,43.12,,,,
Calc annual,41.47,35.50,33.56,48.71,33.60,37.79,9.29,43.12,13.25,0.00,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,NaN,0.00,NaN,NaN,,
