"HASSOCKS (THE CROFT)",,,,,,,,,,,,
Grid ref,TQ301156,Long,-0.150256,Lat,50.925195,,,,,,,
Station no,493,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.46,3.06,1.28,1.53,,,,,,,,
February,7.71,0.88,1.50,3.37,,,,,,,,
March,4.58,3.18,0.22,4.69,,,,,,,,
April,2.89,3.19,3.30,0.50,,,,,,,,
May,3.10,1.92,1.29,1.76,,,,,,,,
June,2.16,1.61,1.61,3.90,,,,,,,,
July,2.57,1.09,4.32,4.17,,,,,,,,
August,6.62,2.84,2.22,2.76,,,,,,,,
September,3.62,3.59,4.09,4.22,,,,,,,,
October,1.52,3.95,4.46,3.05,,,,,,,,
November,7.70,4.96,1.76,7.00,,,,,,,,
December,4.28,3.76,1.03,3.61,,,,,,,,
Total,51.21,34.03,27.08,40.56,,,,,,,,
Calc annual,51.21,34.03,27.08,40.56,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
