"INVERNESS HIGH SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1094,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,1.90,0.50,2.39,2.62,4.71,1.24,2.52,1.34,1.53,0.74,,
February,2.16,0.76,2.75,1.90,1.30,3.22,1.41,2.13,1.34,3.38,,
March,1.38,1.40,4.37,1.42,1.55,1.48,0.46,1.33,3.18,1.04,,
April,1.30,0.83,2.96,1.14,0.65,0.43,0.83,1.28,1.24,2.19,,
May,0.77,2.48,1.30,1.27,1.57,4.93,3.38,0.30,1.04,0.31,,
June,1.63,1.82,1.97,0.69,1.02,1.18,0.90,0.26,1.26,0.00,,
July,4.80,4.47,3.87,5.53,3.38,0.62,2.02,2.04,3.70,1.93,,
August,1.28,2.81,1.66,3.22,1.36,1.89,1.28,1.92,4.65,3.96,,
September,1.32,1.39,5.51,3.02,0.75,3.34,2.67,3.35,0.38,1.04,,
October,3.02,3.29,1.32,1.97,2.12,1.47,1.28,1.76,2.09,2.06,,
November,3.21,4.10,2.29,3.22,2.78,1.03,2.63,1.39,4.04,2.10,,
December,1.92,1.46,2.82,2.74,3.01,3.39,2.40,2.41,0.39,0.98,,
Total,24.69,25.31,33.21,28.74,24.20,24.22,21.78,19.57,24.84,19.73,,
Calc annual,24.69,25.31,33.21,28.74,24.20,24.22,21.78,19.51,24.84,19.73,,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.06,-0.00,0.00,,
