INVERNESS HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NH 672452,Long,-4.216518,Lat,57.477366,Elevation,98,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,2.75,2.85,5.03,6.36,,,,,,,,,,,,,0.5,2.39,2.62,4.71,1.24,2.52,1.34,,0.74,4,1.78,3.92,1.51,2.71,2.5,2.13,2.06,3.07,3.47,4.14,1.85,2.14,4.47,2.39,1.87,3.91,1.73,1.83,2.93,3.36,1.18,0.97,1.43,2.74,2.26,3.7,2.42,2.76,1.8,3.3,4.9,,,1.63,3.54,,,,,
February,,,,,,1.92,3.15,2.44,4.71,,,,,,,,,,,,,0.76,2.75,1.9,1.3,3.22,1.41,2.13,,3.38,1.01,1.62,1.81,3.38,5.14,1.25,1.07,1.31,3.43,1.89,1.44,2.41,0.98,4.12,2.43,2.59,2.92,2.25,3.39,2.04,1.15,3.57,1.71,1.96,1.35,1.74,3.78,0.6,2.44,0.9,3.42,0.58,,,0.82,3.97,,,,,
March,,,,,,1.72,1.37,1.09,2.39,,,,,,,,,,,,,1.4,4.37,1.42,1.55,1.48,0.46,1.33,,1.04,2.39,,1.54,1.21,2.59,3.07,2.39,1.46,2.03,2.19,1.67,3,1.81,4.15,0.71,2.85,2.32,2.27,3.69,2.44,1.43,1.72,1.09,2.77,2.44,2.55,1.52,1.89,0.78,1.55,2,2.15,,,1.1,1.57,,,,,
April,,,,,,0.92,1.33,2.77,2.37,,,,,,,,,,,,,0.83,2.96,1.14,0.65,0.43,0.83,1.28,,2.19,0.83,0.37,1.14,2.04,0.58,1.52,1.85,0.69,1.03,3.68,1.18,1.1,0.84,1.76,3.4,1.55,1.83,1.58,0.95,1.95,5.52,1.55,1.64,1.36,0.8,3.11,2.04,2.53,0.94,2.45,1.47,0.62,,,0.73,1.49,,,,,
May,,,,,,1.88,1.36,1.64,1.17,,,,,,,,,,,,,2.48,1.3,1.27,1.57,4.93,3.38,0.3,,0.31,0.8,2.11,2.22,0.74,3.68,1.74,0.97,1.24,2.55,2.06,1.36,1.01,2.53,1.82,2.2,1.77,3.43,2.17,0.95,2.13,1.93,1.36,1.83,0.87,3.49,1.15,3.78,1.88,1.77,0.25,1.4,2.48,,2.67,3.68,3.36,,,,,
June,,,,,,0.13,0.49,2.53,0.93,,,,,,,,,,,,,1.82,1.97,0.69,1.02,1.18,0.9,0.26,,0,1.6,,1.4,1.89,0.95,3.33,3.73,3.03,1.57,1.68,2.08,2.52,3.67,1.97,1.47,0.54,0.97,4.43,1.26,1.44,1.65,1.46,4.61,4.29,0.71,0.56,3.85,3.29,1.57,1.9,0.54,1.07,,0.86,2.36,0.41,,,,,
July,,,,,,5.13,3.04,2.79,0.4,,,,,,,,,,,,,4.47,3.87,5.53,-999,0.62,,2.04,,1.93,4,,2.59,2.99,3.43,2.65,1.99,0.57,1.69,3.89,,0.9,3.25,3.8,0.81,2.23,2.12,2.34,1.54,2.44,4.11,1.45,1.69,1.19,4.01,2.99,4.01,1.28,4.95,0.3,2.14,2.29,,1.68,3.62,2.3,,,,,
August,,,,,,2.35,2.45,1.95,7.59,,,,,,,,,,,,,2.81,1.66,3.22,-999,1.89,,1.92,,3.96,6.33,,3.53,2.44,3.88,2.77,1.61,2.52,2.6,0.72,3.49,1.63,2.68,2.63,3.53,2.94,3.33,2.77,1.82,1.51,3.8,1.27,3.96,0.91,1.95,2.21,1.84,3.83,3.19,2.65,3.87,3.31,,5.08,5.08,1.38,,,,,
September,,,,,,0.32,3.45,1.66,3.22,,,,,,,,,,,,,1.39,5.51,3.02,0.75,3.34,2.67,3.35,,1.04,0.52,1.89,2.64,2.74,0.59,1.84,3.73,3.22,2.64,4.39,3.58,1.31,1.89,2.04,2,1.37,1.36,0.68,5.04,1.72,0.82,1.78,1.13,2.65,0.91,5.06,0.81,2.15,3.19,2.25,2.72,2.07,,2.17,4.77,4.05,,,,,
October,,,,,,2.26,2.16,3.32,2.19,,,,,,,,,,,,,3.29,1.32,1.97,2.12,1.47,1.28,1.76,,2.06,4.48,1.01,4.44,2.67,1.56,3.68,4.05,0.93,2,1.36,3.36,2.73,1.77,4.81,1.43,3.27,3.64,4.13,0.51,4.36,1.72,2.29,2.51,1.09,0.89,0.24,5.37,3.35,2.76,1.45,0.56,2.06,,3.45,2.75,1.83,,,,,
November,,,,,,2.02,2.85,0.84,1.61,,,,,,,,,,,,,4.1,2.29,3.22,2.78,1.03,2.63,1.39,,2.1,2.53,1.38,1.74,4.31,0.68,1.89,1.04,2.08,2.98,2.72,3.34,2.26,0.62,3.08,2.15,3.45,3.55,2.02,2.33,1.46,3.67,5.59,2.61,2.61,4.23,2.61,2.41,4.02,2,3.9,2.28,1.04,,2.5,1.18,0.81,,,,,
December,,,,,,2.09,3.43,2.51,1.34,,,,,,,,,,,,,1.46,2.82,2.74,3.01,,2.4,2.41,,0.98,0.72,3,2.17,2.79,2.03,3.02,2.57,3.62,5.51,3.67,4.89,2.72,3.65,0.76,2.72,1.46,2.05,1.92,1.93,1.94,1.78,2.3,4.4,3.16,3.01,3.33,1.84,1.76,2.44,2.35,0.84,3.69,,1.8,3.89,2.79,,,,,
Total,,,,,,23.49,27.93,28.57,34.28,,,,,,,,,,,,,25.31,33.21,28.74,24.2,,,19.51,,19.73,29.21,,29.14,28.71,27.82,29.26,27.13,22.73,31.1,31.72,,23.44,25.83,35.41,25.24,25.89,31.43,28.29,25.24,26.36,30.94,25.52,28.15,24.29,26.53,27.81,34.95,29,28.79,21.75,24.54,26.26,,,31.61,27.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880 deleted based on HRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888 deleted described as utterly unreliable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884 Jul & Aug Bracketed school -999 for Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
