WEST HALTON RECTORY [DONCASTER],,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6000,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,,,1.44,3.38,0.66,1.64,0.56,1.84,,
February,,,,,2.62,0.73,0.45,2.15,1.27,1.53,,
March,,,,,0.97,2.45,2.03,2.98,1.32,1.04,,
April,,,,,1.81,1.48,0.82,1.83,3.02,2.32,,
May,,,,,1.72,0.91,0.95,1.69,1.71,3.31,,
June,,,,,2.73,2.68,2.61,2.18,1.48,1.78,,
July,,,,,3.22,5.80,1.74,0.36,0.25,1.51,,
August,,,,,2.80,1.87,1.41,2.33,3.73,0.79,,
September,,,,1.75,0.54,1.02,5.98,2.86,0.41,2.45,,
October,,,,1.93,4.49,3.21,6.15,1.58,2.94,2.73,,
November,,,,2.40,1.79,2.21,1.77,1.68,2.78,1.03,,
December,,,,2.60,1.88,2.04,3.35,2.69,2.37,3.05,,
Total,,,,,26.01,27.78,27.92,23.97,21.84,23.38,,
Calc annual,0.00,0.00,0.00,8.68,26.01,27.78,27.92,23.97,21.84,23.38,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,-0.00,-0.00,-0.00,,
