CLUNES (LOCH LOCHY W),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN199884,Long,-4.962949,Lat,56.951686,Elevation,110,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5724/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,8.39,8.25,16.56,3.95,5.99,4.33,14.33,15.99,5.03,,,,,,,,,,13.78,13.54,14.9,9.84,3.32,11.85,15.91,5.18,0.57,0.66,7.05,7.91,10.42,5.16,12.43,6.81,7.83,14.06,9.01,9.82,8.36,6.92,8.76,4.67,7.37,17.43,,,
February,,,,,9.06,6.48,7.64,1.64,10.36,0.67,19.98,2.93,10.1,,,,,,,,,,0.5,6.14,2.67,14.63,2.5,7.02,11.17,11.66,2.27,4.29,3.95,10.79,3.81,12.34,7.62,0.22,7.89,12.64,9.66,5.51,5.01,7.97,4.48,4.22,4.73,5.36,,,
March,,,,,4.72,5.37,9.06,4.29,1.77,4.2,7.48,17.02,3.84,,,,,,,,,,3.65,5.04,4.54,4.57,2.42,1.75,17.41,6.08,6.65,2.09,2.18,6.88,,8.6,4.24,2.25,8.46,4.21,5.4,2.47,5.62,3.93,5.18,1.26,3.93,6.86,,,
April,,,,,9.28,7.86,4.95,3.56,1.39,7.63,2.48,2.43,4.33,,,,,,,,,,6.1,5.37,6.27,3.07,2.82,1.74,2.02,4.12,4.1,3.35,2.78,9.73,,2.35,4.15,13.82,4.25,9.95,9.28,8.55,3.67,5.31,2.68,4.3,5.15,,,,
May,,,,,3.83,1.23,4.5,1.76,2.18,1.3,6.47,5.48,8.83,,,,,,,,,,3.05,1.92,4.83,1.25,1.93,2.91,3.56,1.42,1.55,2.14,2.45,4.4,6.48,6.88,1.92,2.7,1.83,3.95,2.69,0.46,2.75,5.09,5.95,4.59,6.82,2.21,,,
June,,,,,2.47,1.39,2.97,3.88,3.89,6.94,2.48,1.25,3.04,,,,,,,,,,1.14,3.54,2.56,4.2,1.52,4.08,8.6,2.3,2.3,1,4.2,7.5,6.86,6.3,8.11,5.56,7.2,1.85,7,3.18,4.06,1.99,4,3.79,3.22,3.88,,,
July,,,,,2.47,4.96,3.99,2.47,5.51,1.45,4.64,4.26,6.13,,,,,,,,,,6.59,4.88,4.65,3.89,5.73,4.98,5.22,8.28,6.15,5.6,5.09,5.26,1.94,3.58,8.24,3.55,6.56,2.6,6.16,5.12,3.99,6.95,3.99,1.44,6.72,6.11,,,
August,,,,,4.91,3.11,2.7,5.76,4.4,4.74,5.25,6.31,4.48,,,,,,,,,,4.63,7.5,7,5.53,4.43,4.31,4.5,2.67,4.37,8.52,9.02,7.4,4.84,3.11,5.13,0.09,9.89,7.05,6.01,6.45,4.23,6.38,6.76,1.92,5.64,6.82,,,
September,,,,,4.72,3.08,2.62,8.84,8.04,7.96,4.02,4.76,3.27,,9.25,,,,,,,,8.39,1.06,10.44,10.64,5.39,7.21,4.83,2.67,6.43,2.6,10.26,6.1,5.1,6.42,10.06,8.67,9.81,5.32,12.38,6.67,6.07,7.85,9.15,8.82,8.14,,,,
October,,,,,1.9,2.24,14.04,12.26,10.49,2.76,2.1,10.43,4.1,,4.67,,,,,,,,9.86,12.34,12.95,13.57,10.09,2.48,13.57,1.52,7.75,8.28,12.24,13.21,7.13,4.7,0.85,5.51,11.1,10.82,10.03,3.36,8.86,5.83,12.78,7.24,9.22,,,,
November,,,,,12.53,4.39,10.77,15.1,8.76,7.94,8.75,1.84,5.46,,5.87,,,,,,,,14.18,2.86,2.55,7.32,5.81,1.1,15.39,10.92,11.72,6.95,4.13,8.08,8.99,1.36,5.45,11.49,9.27,7.25,7.13,7.9,4.66,12.56,9.94,2.73,7.49,,,,
December,,,,,14.3,5.88,17,5.04,6.98,7.6,4.31,13.69,10.82,,13.38,,,,,,,,10.79,1.52,7.41,3.43,14.62,2.28,8.46,3.68,9.87,8.44,14.85,4.5,9.48,5.16,6.96,2.76,9.64,18.16,3.01,14.13,9.27,9.35,13.54,11.31,13.36,,,,
Total,,,,,78.58,54.24,96.8,68.55,69.76,57.52,82.29,86.39,69.43,,,,,,,,,,82.66,65.71,80.77,81.94,60.58,51.71,110.64,60.5,63.73,53.92,78.2,91.76,,65.96,75.16,63.43,93.73,97.86,87.76,73.62,66.55,80.13,87.21,56.29,81.79,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944 MA +T deleted est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918 total edited to match monthly totals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
