"CUPAR (PITLAIR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5491,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.74,2.61,2.71,2.34,0.98,4.00,2.99,4.59,4.97,1.99,,
February,1.59,0.11,2.13,0.05,1.72,4.44,3.74,0.71,2.46,1.14,,
March,1.17,2.47,1.18,3.77,1.66,2.67,2.68,0.82,2.72,2.87,,
April,2.06,2.80,0.97,4.50,2.86,0.78,1.54,0.08,1.06,1.77,,
May,3.13,3.64,1.41,2.07,0.70,0.80,2.27,3.71,1.87,1.44,,
June,4.74,1.29,1.42,1.55,3.19,1.26,1.81,2.62,1.47,0.57,,
July,5.18,3.38,2.76,3.10,0.95,4.07,3.87,3.80,4.20,5.85,,
August,2.62,0.43,0.72,4.06,2.92,1.33,4.74,1.46,1.68,0.89,,
September,1.44,1.56,2.01,2.72,3.31,3.22,1.14,2.86,2.13,2.16,,
October,1.24,6.39,3.19,3.26,4.48,1.87,3.37,4.54,4.62,3.95,,
November,6.95,1.62,2.19,0.79,4.85,2.52,0.39,3.26,4.74,4.83,,
December,0.92,4.86,0.88,4.20,2.06,2.03,3.33,2.60,1.33,1.64,,
Total,33.78,31.16,21.57,32.41,29.68,28.99,31.87,31.05,33.25,29.10,,
Calc annual,33.78,31.16,21.57,32.41,29.68,28.99,31.87,31.05,33.25,29.10,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,,
