CUPAR (PITLAIR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO319121,Long,-3.101933,Lat,56.296426,Elevation,126,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,1.74,2.68,3.1,5.12,2.36,6.74,1.46,2.75,2.74,2.61,2.71,2.34,0.98,4,2.99,4.59,4.97,1.99,2.83,2.91,3.91,1.63,2.79,2.19,4.15,5.4,1.53,1.13,3.6,0.97,0.48,1.24,1.71,2.39,3.55,2.26,1.03,3.62
February,,,,4.32,0.8,3.94,4.11,1.35,1.82,1.89,1.5,1.59,0.11,2.13,0.05,1.72,4.44,3.74,0.71,2.46,1.14,4.22,1.61,0.97,0.58,2.39,0.86,2.67,2.41,1.68,2.17,2.99,0.62,0.79,2.53,2.2,1.42,3.52,3.12,0.46,2.6
March,,,,1.04,0.66,1.97,1.02,2.95,4.14,0.44,2.02,1.17,2.47,1.18,3.77,1.66,2.67,2.68,0.82,2.72,2.87,2.26,2.22,0.6,0.24,1.11,2.25,4.29,0.93,1.27,2.36,3.28,2.45,0.49,3.14,2.46,1.37,1.75,2.33,1.65,2.09
April,,,,2.83,1.32,3.63,1.82,1.17,0.59,1.21,1.99,2.06,2.8,0.97,4.5,2.86,0.78,1.54,0.08,1.06,1.77,1.76,1.5,1.21,2.18,1.22,0.32,3.13,1.25,1.22,1.71,1.91,1.09,2.32,1.3,0.68,0.96,0.7,1.77,2.87,2.03
May,,,,1.68,4.3,4.35,1.73,2.38,1.78,2.98,2.41,3.13,3.64,1.41,2.07,0.7,0.8,2.27,3.71,1.87,1.44,2.38,3.21,3.46,1.97,4.18,1.74,4.32,3.02,2.01,1.75,2.18,2.17,2.03,6.55,2.26,0.65,1.54,2.76,0.62,1.47
June,,,,0.95,1.91,0.44,3.58,2.6,4.64,1.87,1.97,4.74,1.29,1.42,1.55,3.19,1.26,1.81,2.62,1.47,0.57,0.79,1.04,1.74,2.08,2.21,2.7,2.97,3.87,1.12,1.76,1.72,2.22,1.1,2.26,1.03,3.17,1.11,3.1,2.83,1.47
July,,,,1.41,4.5,1.67,2.86,3.09,0.92,2.86,2.63,5.18,3.38,2.76,3.1,0.95,4.07,3.87,3.8,4.2,5.85,2.08,3.11,2.59,2.64,3.27,5.84,1.65,2.11,2.21,3.82,4.46,1.57,2.88,2.22,1.34,4.72,5.56,5.34,4.7,2.71
August,,,,4.53,1.99,2.96,2.45,5.65,6.24,4.58,7.89,2.62,0.43,0.72,4.06,2.92,1.33,4.74,1.46,1.68,0.89,2.77,2.24,4.09,2.19,3.67,3.57,0.25,6.46,3.05,2.93,3.59,2.84,1.31,3.34,0.56,5.94,4.16,2.93,0.69,4.07
September,,,,2.53,3.97,3.47,4.09,6.66,2.6,0.42,4.63,1.44,1.56,2.01,2.72,3.31,3.22,1.14,2.86,2.13,2.16,1.03,2.48,2.7,2.84,3.06,3.21,2.6,2.7,1.79,5.55,1.93,1.16,2.34,2.57,1.09,3.81,1.51,2.02,0.63,1.44
October,,,,2.18,3.02,2.65,4.89,4.78,4.29,3.04,2.88,1.24,6.39,3.19,3.26,4.48,1.87,3.37,4.54,4.62,3.95,3.07,1.85,3.03,3.87,3.85,0.35,1.33,3.22,3.93,1.76,0.34,2.83,1.6,6.33,1.56,1.97,1.86,1.83,1.49,5.91
November,,,,1.97,1.78,1.12,5.53,2.21,3.07,4.41,3.71,6.95,1.62,2.19,0.79,4.85,2.52,0.39,3.26,4.74,4.83,3.27,0.5,1.02,4.97,1.17,6.26,2.13,1.33,3.05,3.73,6.26,1.88,2.96,4.93,1.52,0.63,1.89,0.88,6.37,3.55
December,,,,2.46,4.29,2.15,0.29,2.08,3.27,4.37,2.82,0.92,4.86,0.88,4.2,2.06,2.03,3.33,2.6,1.33,1.64,1.38,2.41,1.41,3.03,3.51,2.75,1.39,3.56,2.56,1.15,2.58,1.96,3.05,3.4,4.42,2.84,3.43,5.18,5.6,2.3
Total,,,,27.64,31.22,31.45,37.49,37.28,40.1,29.53,37.2,33.78,31.16,21.57,32.41,29.68,28.99,31.87,31.05,33.25,29.1,27.84,25.08,26.73,28.22,32.43,32.04,30.88,36.26,25.42,29.82,34.84,21.76,21.35,39.81,20.83,29.87,30.58,33.52,28.94,33.26
