PENZANCE MORRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SW471300,Long,-5.5381,Lat,50.1162,Elevation,55,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,3.58,7.03,1.48,3.88,1.15,5.73,7.8,3.21,2.39,5.23,5.62,2.22,5.88,1.97,1.52,2.93,4.72,2.43,4.75,7.11,1.66,5.25,1.7,3.08,4.61,6.06,6.13,4.92,5.66,2.75,5.65,3.28,5.57,6.76,8.25,3.13,8.23,5.32,4.75,3.18,4.66,1.89,6.59,5.76,5.53,8.12,2.98,4.47,6.42,6.96,4.38,4.87,6.28,5.24,7.96,1.97,2.28,6.1,6.1,1.42,3.65,6.95,6.2,3.33,6.06,7.1,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,2.8,0.17,0.87,4.41,2.32,3.84,6.64,2.61,2.28,1.86,7.8,1.55,6.1,2.29,2.88,0.83,5.65,2.57,4.31,1,4.3,7.51,7.36,1.51,2.5,6.32,0.78,0.38,4.7,7.55,1.58,5.6,2.56,2.91,4.33,3.34,3.36,4.16,0.03,3.59,0.21,4.52,7.26,7.39,2.11,2.27,5.04,6.19,0.56,2.41,1.78,3.87,3.9,2.37,1.52,1.38,7.31,5.64,1.7,1.89,5.88,5.16,1.03,5.35,5.84,0.4,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,1.92,2.99,2.96,5.18,1.82,1.13,3.2,2.87,2.85,5.5,2.29,5.95,1.79,1.21,5.48,5.84,0.82,4.32,6.23,4.6,8.13,0.8,5.97,4.04,1.81,5.81,3.51,3.8,4,2.22,1.92,0.81,1.05,3.97,5.6,0.54,3.69,4.37,2.81,4.37,4.57,1.18,4.43,6.06,0.51,2.02,3.37,5.11,3.35,0.71,0.53,1.06,2.36,9.43,1.71,1.81,2.59,5.39,3.98,1.26,4.21,1.95,1.61,4.87,4.64,3.94,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,2.46,2.08,0.77,4.75,2.26,2.98,2.29,3.95,2.33,1.63,1.72,2.59,1.55,4.84,2.16,2.07,2.98,2.43,0.42,4.61,2.04,1.95,1.54,2.27,1.99,2.53,4.1,0.97,3.45,3.63,2.94,2.55,2.66,3.09,2.57,1.38,2.36,1.67,3.49,2.72,3.97,4.45,2.92,3.17,0.03,3.48,4.45,1.42,2.02,1.55,2.16,1.15,1.35,2.87,2.87,1.85,2.39,2.62,3.76,2.72,0.84,1.53,0.68,0.75,1.63,3.06,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,3.28,0.12,0.07,1.56,3.75,2.08,1.92,1.13,1.62,1.77,3.59,1.19,5.63,2.99,2.13,0.95,2.39,0.8,1.61,3.71,1.17,2.88,1.97,1.86,1.12,1.59,1.75,2.22,1.49,3.17,2.46,3.11,2.19,0.99,1.16,4.85,2.07,3.26,4.87,2.74,1.65,1.65,0.89,1.85,2.84,0.78,0.57,3,5.87,3.42,0.94,4.05,4.03,2.71,3,2.75,2.35,3.28,2.06,2.87,4.04,4.24,1.64,3.19,3.22,1.6,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,2.31,2.1,1.12,2.17,1.72,1.51,3.62,2.58,2.93,1.93,1.52,2.58,2.07,2.5,1.21,2.06,2.1,2.32,3.71,1.27,2.67,2.81,1.74,3.33,1.08,1.18,2.09,0.18,1.09,0.41,1.57,0,2.73,3.26,2.23,3.31,1.39,3.67,3.01,1.94,1.8,3.09,1.54,1.21,2.11,2.36,1.07,1.51,0.57,1.39,2.75,4.47,2.7,3.44,2.37,0.75,1.36,0.59,1.33,1.93,3.22,3.73,2.82,1.96,3.75,1,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,4.73,3,3.11,0.87,0.45,0.99,0.96,0.68,2.87,4.39,2.6,1.32,1.59,1.6,2.43,2.09,2.57,0.95,4.7,0.38,5.09,3.84,2.05,1.83,3.8,0.98,5.11,1.37,4.23,1.19,3.76,2.69,1.4,2.4,1.65,1.81,3.01,5.17,3.15,2.47,0.58,0.39,7.97,1.61,3.94,5.15,2.22,0.88,2.51,3.37,2.36,4.78,2.45,2.09,2.1,1.51,3.88,1.07,1.35,5.23,3.86,0.12,5.07,3.13,3.29,1.85,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,2.45,2.6,2.06,5.06,2.26,1.85,3.3,1.49,2.5,4.78,3.46,4.86,1.57,1.66,4.72,1.81,3.6,2.94,10.19,1.8,2.55,1.92,3.49,6.18,1.56,2.86,1.65,4.63,4,2.29,2.57,3.59,2.1,3.76,2.19,2.94,4.78,3.1,1.69,1.49,3.11,2.3,0.47,0.63,4.79,2.13,0.15,5.99,2.76,2.89,2.73,2.24,4.84,0.84,3.96,1.68,6.71,4.88,3.57,2.4,1.74,0.48,3.18,4.64,5.78,1.3,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,2.09,0.21,5.44,5.09,1.08,3.02,1.73,4.49,2.73,4.31,2.9,1.57,1.18,2.55,3.71,1,0.33,4.16,1.19,2.79,3.53,1.28,2.99,2.41,7.87,1.66,3.32,0.7,3.97,2.8,3.92,2.78,0.79,5.8,1.72,0.48,5.74,3.05,5.4,2.79,3.41,3.51,4.14,4.05,2.87,0.61,2.37,1.16,3.46,4.53,2.32,2.36,5.56,1.47,1.86,2.2,6.08,4.24,4.29,4.1,4.91,2.1,6.67,4.34,5.74,0.11,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,4.29,7.45,4.8,1.86,6.69,3.2,3.27,2.4,3.59,8.24,3.08,2.97,4.71,8.22,3.22,7.65,6.13,4.65,3.99,2.39,3,5.17,6.96,6.53,3.49,2.05,5.97,1.39,2.38,5.64,8.45,3.7,3.26,2.66,6.85,7.16,5.71,1.07,9.1,6.53,3.08,5.4,1.91,3.21,5.04,3.08,3.2,1.65,2.98,3.14,4.34,4.2,3.3,1.81,5.99,8.84,2.4,2.39,4.42,2.7,3.28,5.46,2.54,3.32,3.5,5.19,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
