"STAFFORD (WEST BANK, DOXEY)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2994,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.33,2.43,3.50,1.95,2.37,1.84,2.29,2.06,,,,
February,1.85,0.30,2.10,3.73,0.65,3.17,2.42,1.34,,,,
March,2.25,1.37,,1.70,1.00,1.12,0.84,2.41,,,,
April,4.37,1.17,,2.15,2.48,1.15,1.65,2.25,,,,
May,3.63,1.47,0.90,2.61,3.78,3.41,4.08,1.09,,,,
June,2.82,0.50,,0.44,2.40,0.13,1.87,,,,,
July,,,,5.25,3.58,3.37,1.78,,,,,
August,,3.88,3.78,2.47,3.74,2.36,2.22,,,,,
September,,0.81,,2.33,3.40,3.87,1.96,,,,,
October,2.67,2.41,,3.40,3.52,3.70,2.25,,,,,
November,0.83,1.71,,1.80,1.56,1.68,4.12,,,,,
December,2.34,2.17,,4.13,2.26,2.10,0.63,,,,,
Total,32.07,18.22,,31.96,30.74,27.90,26.11,,,,,
Calc annual,24.09,18.22,10.28,31.96,30.74,27.90,26.11,9.15,0.00,0.00,0.00,
Difference,7.98,0.00,NaN,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,
