NORTH BERWICK (GAS WORKS),,,,,,,,,,,,
Grid ref,NT538846,Long,-2.743331,Lat,56.052018,,,,,,,
Station no,5108,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.17,1.04,0.63,1.97,1.59,2.13,2.29,0.85,,,,
February,1.99,0.64,0.74,1.52,1.45,1.86,3.16,2.55,,,,
March,2.56,1.33,0.22,1.23,1.24,0.80,1.91,,,,,
April,2.45,1.25,1.87,1.53,0.85,0.44,1.43,,,,,
May,2.52,1.96,1.90,3.38,1.91,0.52,1.44,,,,,
June,1.61,2.24,1.24,2.77,0.93,2.20,0.87,,,,,
July,3.45,1.99,4.44,2.39,1.87,4.87,4.35,,,,,
August,3.98,2.07,2.42,4.59,0.57,6.17,4.20,,,,,
September,0.87,1.81,2.41,2.71,1.41,3.49,1.50,,,,,
October,0.24,1.58,1.09,5.67,1.39,1.32,1.21,,,,,
November,4.20,2.30,2.50,2.01,0.85,0.61,1.27,,,,,
December,1.30,2.01,2.69,1.75,3.55,1.69,2.29,,,,,
Total,28.34,20.22,22.15,31.52,17.61,26.10,25.92,,,,,
Calc annual,28.34,20.22,22.15,31.52,17.61,26.10,25.92,3.40,0.00,0.00,,
Difference,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,NaN,NaN,NaN,,
