"BURNHAM (CHALBURY)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2022,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.76,2.85,3.20,1.53,4.23,2.89,3.64,3.47,4.85,1.29,3.82,
February,0.78,0.24,2.59,6.70,0.28,3.32,2.38,2.39,2.80,1.50,0.76,
March,2.62,1.84,2.31,1.20,0.94,0.51,0.85,3.09,2.49,0.12,2.39,
April,3.89,0.69,2.78,2.14,2.07,2.48,2.84,1.58,1.61,0.52,3.07,
May,1.69,2.10,0.97,1.54,3.21,3.38,1.95,1.52,0.46,2.12,2.10,
June,3.12,0.28,1.12,0.66,2.81,0.04,2.23,2.27,2.65,2.59,0.49,
July,4.02,0.44,2.86,1.42,3.71,3.64,2.62,4.12,2.63,1.45,1.83,
August,1.15,1.79,4.14,2.61,4.72,8.46,2.75,4.66,2.77,3.87,4.11,
September,1.50,1.84,2.03,2.96,4.14,3.76,2.17,6.73,1.08,0.32,3.51,
October,2.42,1.08,0.97,4.60,5.46,2.45,4.66,2.35,5.73,6.11,3.09,
November,1.37,2.11,1.58,2.24,2.88,2.37,5.97,3.54,2.85,6.90,3.89,
December,2.08,1.83,4.51,2.69,3.59,2.39,0.30,2.70,3.05,5.85,3.49,
Total,28.40,17.09,29.06,30.29,38.04,35.69,32.36,38.42,32.97,32.64,32.55,
Calc annual,28.40,17.09,29.06,30.29,38.04,35.69,32.36,38.42,32.97,32.64,32.55,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
