BURNHAM-DUNSTAN-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST307493,Long,-2.9940728,Lat,51.238653,Elevation,20,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,1.13,1.54,1.46,2.81,0.64,3.99,5.12,0.86,2.8,1.7,0.88,3.01,3.85,3.76,2.85,3.2,1.53,4.23,2.89,3.64,3.47,4.85,1.29,3.82,2.2,2.51,1.71,2.33,0.71,3.11,4.87,3.09,5.03,2.49,3.32,3.45,5.35,2.5,2.41,1.67,2.38,5.09,0.61,0.5,2.88,2.56,0.42,1.84,3.44,2.84,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,1.08,1.5,0.26,4.13,2.16,2.23,0.67,2.04,3.45,5.03,1.57,1.55,2.91,0.78,0.24,2.59,6.7,0.28,3.32,2.38,2.39,2.8,1.5,0.76,2.25,0.09,4.4,0.36,2.59,2.28,4.08,0.9,1.33,2.08,2.81,0.27,1.23,1.03,2.19,1.92,1.61,0.97,1.71,4.65,3.3,0.81,1.58,2.78,2.17,0.24,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,0.58,2.59,2.31,0.5,2.08,3.83,2.81,4.68,1.18,3.45,3.26,1.04,3.97,2.62,1.84,2.31,1.2,0.94,0.51,0.85,3.09,2.49,0.12,2.39,0.92,1.75,2.23,2.3,0.99,2.36,3.52,0.17,1.05,2.27,2.8,1.58,1.11,0.26,0.6,0.78,4.93,0.97,1.18,0.68,3.54,2.96,0.66,3.05,1.1,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,4.14,2.39,2.53,2.07,1.61,0.26,2.42,1.55,1.15,1.41,1.72,1.96,1.84,3.89,0.69,2.78,2.14,2.07,2.48,2.84,1.58,1.61,0.52,3.07,2.46,2.56,1.69,2.74,4.23,2.29,2.85,0.11,2.92,2.26,1.9,0.78,0.62,1.88,0.7,2.38,1.83,1.68,1.35,2.24,3.38,1.84,2.95,0.45,1.4,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,2.11,1.55,1.81,2.12,1.04,2.06,1.85,1.29,1.94,2.84,2.23,1.26,0.48,1.69,2.1,0.97,1.54,3.21,3.38,1.95,1.52,0.46,2.12,2.1,3.59,3.55,1.85,1.07,2.27,0.9,2.35,1.45,1.03,2.63,1.55,4.54,1.87,2.36,4.95,4.95,3.07,2.88,2.76,2.09,2.91,3.81,1.47,1.57,3.48,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,2.15,0.34,2.55,3.53,2.02,4.13,1.19,1.83,1.93,2.12,4.01,1.03,1.03,3.12,0.28,1.12,0.66,2.81,0.04,2.23,2.27,2.65,2.59,0.49,3.23,0.74,1.7,0.82,2.2,2.84,0.74,1.01,1.69,0.81,1.67,0.66,1.39,2.16,2.33,2.84,2,1.79,0.4,2.2,0.71,2.63,3.48,2.99,2.9,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,2.56,2.5,2.05,2.56,0.26,2.68,0.57,4.26,3.45,0.88,3.24,5.07,3.16,4.02,0.44,2.86,1.42,3.71,3.64,2.62,4.12,2.63,1.45,1.83,4.19,2.76,1.11,0.96,0.4,5.89,4.81,2.57,3.59,4.75,1.86,1.76,2.59,2.11,2.42,2.32,1.84,1.75,0.95,4.12,1.9,0.63,4.35,3.21,0.56,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,2.9,3.87,1.98,5.47,1.19,6.9,1.36,4.31,2.35,3.99,5.84,2.25,2.84,1.15,1.79,4.14,2.61,4.72,8.46,2.75,4.66,2.77,3.87,4.11,4.37,1.33,1.28,3.35,1.63,0.53,0.59,3.63,3.24,0.12,4.14,7.48,3.14,2.8,2.15,4.66,0.94,4.3,2.91,5.85,4.41,5.63,3.21,2.35,0.56,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,0.61,2.19,2.92,0.13,1.3,0.72,2.52,2.1,1.21,2.92,1.85,6.87,1.62,1.5,1.84,2.03,2.96,4.14,3.76,2.17,6.73,1.08,0.32,3.51,1.95,3.98,2.38,2.62,3.94,3.26,1.94,2.55,0.89,1.87,0.71,1.95,3.52,2.3,2.65,3.8,1.31,1.32,4.69,5.09,3.23,3.39,3.53,3.95,2.94,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,4.4,1.86,4.58,5.65,2.73,4.2,3.38,2.32,4.03,5.65,5.61,1.91,2.66,2.42,1.08,0.97,4.6,5.46,2.45,4.66,2.35,5.73,6.11,3.09,0.74,6.08,3.69,3.26,4.51,2.18,3.56,3.91,2.42,4.32,1.34,2.75,2.9,3.78,3.14,1.01,0.6,3.68,6.46,1.65,0.82,4.16,2.41,3.17,1.48,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
