WORTHDALE WATERSHEDDLES RESERVOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD968379,Long,-2.05011,Lat,53.837342,Elevation,1115,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,3.24,1.24,4.72,8.27,8.33,3.4,,5.3,5.35,2.77,7.31,3.87,5.39,3.38,8.21,2.96,4.66,4.7,4.33,8.04,6.59,4.68,3.47,6.17,6.15,8.16,4.36,4.05,3.47,3.59,5.64,5.23,12.83,1.88,8.44,5.73,6.96,3.77,4.74,2.75,6.11,6.25,7.86,7.31,2.25,2.56,5.15,6.6,9.13,4.18,,,,,
February,,,,,,,1.53,3.27,3.58,2.8,4.79,1.79,,8.17,6.08,4.83,5.19,4.66,5.13,4.57,7.52,7.13,2.64,3.43,4.91,7.2,7.86,1.62,8.37,2.21,4.05,0.56,5.41,7.04,1.32,6.41,5.5,2.63,7.22,0.81,1.3,6.75,0.31,7.02,0.47,9.77,3.02,7.12,2.64,6.36,2.54,7.54,1.91,4.59,3.27,5.24,,,,,
March,,,,,,,7.1,5.98,2.14,2.78,0.75,4.74,,7.44,2.6,4.7,5.06,4.84,5.31,3.28,1.49,3.2,7.55,7.19,6.59,2.3,5.31,3.14,1.9,6.86,4.5,4.14,3.47,1.89,1.71,1.24,3.25,4.84,3.83,1.29,3.2,0.58,3.33,2.83,3.39,2.3,3.66,3.29,2.15,3.93,3.98,4.8,3.59,1.74,0.73,1.42,,,,,
April,,,,,,,2.54,3.3,3.28,3.16,2.92,4.14,,3.26,4.64,3.62,1.88,3.59,3.14,4.47,4.49,3.36,1.67,5.37,1.84,2.37,3.82,3.97,1.26,2.46,5.35,1.64,3.62,4.18,1.87,2.42,2.6,4.29,1.7,1.59,4.29,4.21,4.56,1.97,3.18,3.54,2.04,3.69,0.9,2.88,4.46,3.06,2.58,3.26,3.67,1.96,,,,,
May,,,,,,1.21,0.91,2.44,2.92,3.73,2.47,2.01,,4.14,2.8,1.44,4.18,4.17,3.49,2.73,4.02,2.21,3.54,3.55,2.46,2.67,3.18,2.32,3.23,2.78,6.09,2.63,1.98,4.37,,3.35,4.47,1.74,1.78,3.63,2.84,2.8,5.02,2.94,4.11,1.31,2.16,3.08,4.94,1.73,1.21,3.27,4.27,3.57,4.43,4.69,,,,,
June,,,,,,4.77,3.06,7.12,3.98,1.37,3.95,1.74,,2.41,2.16,3.17,2.01,8.25,2.75,2.75,2.7,5.36,8.34,3.01,2.15,0.8,3.35,2.92,1.95,1.33,2.61,0.18,2.83,1.02,,0.03,3.55,4.54,6.86,2.24,2.16,6.73,1.68,2.59,3.07,5.12,4.64,3.13,5.4,3.98,0.95,0.86,1.32,4.87,4.48,3.76,,,,,
July,,,,,,9.36,2.61,2.65,1.11,2.45,2.9,2.14,4.72,5.04,2.91,2.54,2.72,3.49,5.27,6.78,4.85,0.4,5.87,1.3,3.31,5.38,3.59,1.86,3.86,2.72,6.78,2.35,5.25,3.89,3.53,0.91,3.96,4.96,2.42,3.36,8.51,5.18,5,3.38,3.03,2.52,4.71,2.68,6.3,8.39,5.51,3.38,5.24,4.01,3.69,2.37,,,,,
August,,,,,,9.19,2.8,5.93,4.98,2.09,5.97,3.09,3.61,6.98,6.16,5.24,5,6.2,3.93,4.51,7.5,2.96,8.3,1.98,3.06,4.61,3.84,7.83,3.49,3.73,1.84,6.51,6.66,5.49,4.28,3.97,4.64,7.85,5.98,5.27,7.59,5.23,1.83,1.59,4.87,2.19,3.91,1.98,8.17,3.65,0.82,6.74,4.9,7.55,3.37,3.97,,,,,
September,,,,,,2.41,8.67,4.78,1.35,7.21,1.98,1.31,1.92,5.79,1.03,3.26,1.63,1.43,5.29,3.51,0.51,3.93,3.02,1.61,3.21,1.56,3.12,2.69,10.6,2.26,1.73,2.08,4.8,5.79,,2.18,4.28,6.9,1.18,1.79,5.18,5.34,7.31,2.06,3.99,8.86,5.03,2.46,2.29,2.12,5.34,0.82,3.78,5.13,6.64,2.61,,,,,
October,,,,,,5.91,5.51,2.26,5.53,3.91,7.27,7.02,5.94,12.82,2.96,4.52,7.36,5.34,2.87,5.93,3.49,4.52,4.99,2.43,2.5,1.62,12.01,8.18,3.9,2.83,2.69,2.86,1.2,5.83,,4.41,4.38,5.46,6.68,7.15,7.08,3.16,8.27,5.26,6.84,12.13,5.75,2.77,11.34,3.53,5.37,6.21,8.91,3.61,6.28,5.47,,,,,
November,,,,,,6.98,2.81,4.34,4.5,2.19,5.2,14.32,3.45,3.68,4.62,5.58,6.78,3.08,4.25,3.18,6.7,5.84,4.41,6.38,8.8,3.07,5.07,5.59,2.88,3.97,3,2.54,2.11,7.11,,3.26,8.04,6.11,8.15,8.5,7.61,8.45,3.99,2.92,2.94,8.18,6.92,2.33,8.05,9.75,8.3,3.52,1.81,4.1,7.84,0.72,,,,,
December,,,,,,5.46,5.64,6.52,6.5,3.72,5.51,9.4,4.78,3.16,4.66,2.47,5.12,6.86,3.2,6.43,6.73,8.54,6.76,4,9.35,7.91,5.88,3.5,8.66,7.68,3.7,7.79,5.24,4.23,3.91,5.72,2.27,2.33,3.21,11.27,4.42,3.22,2.14,0.65,7.19,4.39,6.67,2.98,6.32,3.94,5.62,2.58,5.19,3.5,5.17,2.34,,,,,
Total,,,,,,,46.42,49.83,44.59,43.68,52.04,55.1,,68.19,45.97,44.14,54.24,55.78,50.02,51.52,58.21,50.41,61.75,44.95,52.51,47.53,63.62,48.3,53.57,45,48.49,41.44,46.93,54.89,,37.49,52.58,56.88,61.84,48.78,62.62,57.38,50.4,36.98,47.82,63.06,54.62,41.76,66.36,57.57,46.35,45.34,48.65,52.53,58.7,38.73,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890-1894 and 1895 Jan-April crossed outon record but transcribed originally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Records starts May 1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
