"HUNTLEY CRUCHIE",,,,,,,,,,,,
Grid ref,NJ582425,Long,-2.698553,Lat,57.470828,,,,,,,
Station no,5662,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,1.49,1.58,,
February,,,,,,,,,1.81,1.38,,
March,,,,,,,,,3.24,4.63,,
April,,,,,,,,,3.73,2.91,,
May,,,,,,,,,1.45,2.87,,
June,,,,,,,,,1.36,1.60,,
July,,,,,,,,,3.54,3.88,,
August,,,,,,,,,1.83,2.61,,
September,,,,,,,,,4.94,2.64,,
October,,,,,,,,,0.86,3.63,,
November,,,,,,,,,1.76,3.53,,
December,,,,,,,,2.09,3.10,2.94,,
Total,,,,,,,,,29.11,34.20,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.09,29.11,34.20,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
