WARMINSTER-RYE-HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST848402,Long,-2.218744,Lat,51.160845,Elevation,466,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,4.79,2.25,6.72,2.23,4.44,0.6,3.2,1.9,3.38,4.65,3.92,4.34,3.52,1.28,1.14,4.81,2.89,1.7,2.85,3.3,4.14,1.32,2.45,0.82,6.46,4.77,2.15,1.3,4.24,4.47,0.9,6.3,0.88,2.78,1.49,3.94,1.92,5.43,5.41,1.12,5,1.69,1.02,4.5,5.96,5.11,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,2.89,3.81,2.1,1.67,4.61,4.95,5.29,2.32,5.46,2.64,4.1,0.76,0.8,1.54,2.41,0.86,0.02,1.82,4.93,3.62,0.14,0.53,3.82,2.41,3.63,5.49,1.94,1.25,2,4.8,0.89,3.48,1.94,1.99,0.96,4.64,2.6,3.1,1.41,4,7.18,6.11,0.9,2.02,3.09,1.53,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,1,4.3,2.5,1.58,1.2,1.87,2.96,1.57,1.62,3.63,1.35,2.78,2.45,4.12,3.25,1.81,3.18,0.89,0.73,3.1,3.11,4.06,4.72,0.88,1.29,1.48,2.72,1.93,4.85,2.31,4.75,2.06,0.87,4.16,5.22,0.86,3.17,5.88,3.88,6.05,1.05,3.65,3.88,1.21,5.92,2.38,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,1.76,3.32,4.48,3.22,3.14,2.04,0.63,4.99,1.2,2.21,2.77,3.23,1.5,2.99,3.58,3.2,0.88,1.1,0.07,2.91,3.12,1.16,3.64,2.43,3.46,2.31,2.49,2.05,3.12,1.76,2.39,1.54,4.12,2.33,2.21,2.72,2.22,0.18,3.7,1.8,1.51,0.95,2.18,3.28,2.58,5.61,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,2.37,0.76,3.11,4.19,3.37,1.13,1.89,1.88,2.06,1.99,4.75,5.15,2.29,1.93,1.77,1.85,3.55,1.17,1.5,2.71,0.39,0.17,1.67,5.1,1.81,2.61,1.45,2.66,3.48,2.93,0.54,3.56,3.17,2.47,1.25,1.9,1.68,1.75,3.35,2.81,3.71,2.31,2.15,1.76,0.78,2.06,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,1.85,3,1.71,1.6,2.51,4.06,2.13,3.15,4.52,2.86,4.53,1.3,0.66,1.14,2.96,1.98,3.63,1.2,1.58,1.32,2.96,0.83,1.64,3.1,2.33,1.38,3.1,1.08,3.37,4.03,1.56,4.14,2.65,2.51,0.34,4.06,5.26,2.29,5.13,0.9,1.34,0.54,2.1,5.04,1.09,0.77,2.77,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,2.01,6.4,0.67,4.53,2.54,5.45,5.72,2.46,4.82,3.59,4.5,0.29,2.57,1.03,6.55,3.76,3.42,3.45,2.27,4.05,5.72,5.02,1.08,4.32,0.43,0.62,1.92,2.73,2.02,3.64,3.32,0.36,1.12,2.12,2.61,3.97,2.93,0.06,3.78,0.46,4.03,5.14,1.76,3.24,6.29,2.17,6.45,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,3.21,1.82,3.75,4.08,8.62,6.2,1.12,6.89,2.17,1.74,1.72,1.7,1.38,3.4,2.17,3.79,3.63,7.02,4.65,1.81,2.72,3.62,5.08,4.76,1.68,1.67,3.01,2.36,4.04,4.64,3.91,4.7,1.95,2.35,4.12,2.98,3.94,0.94,6.67,1.36,3.84,2.87,5.91,7,2.24,3.37,1.43,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,5.32,2.63,4.91,4.03,2.26,3.16,3.72,1.56,3.31,5.19,1.97,6.23,3.02,2.7,1.66,1.8,1.34,2.74,3.05,2.3,2.43,1.1,7.96,3.55,1.72,3.65,1.16,3.14,1.68,2.7,2.88,2.08,1.14,0.63,2.81,4.08,0.34,1.18,1.84,3.12,1.33,1.83,2.69,2.68,6.78,2.27,1.22,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,6.31,7.27,2.93,2.82,4.77,1.62,5.93,2.01,6.58,3.86,1.02,4.85,5.25,2.81,2.11,4.61,1.49,9.7,5.31,4.34,4.09,4.76,3.76,1.69,4.58,2.75,3.21,2.14,2.82,8.07,2.19,2.22,6.87,7.7,1.97,7.51,5.47,3.45,5.07,3.46,3.91,6.93,7.06,5.94,2.35,1.82,3.15,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
