PEAK FOREST (SPARROWPIT),,,,,,,,,,,,
Grid ref,SK091804,Long,-1.864855,Lat,53.320450,,,,,,,
Station no,2681/6/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.74,4.62,1.84,4.85,3.87,7.37,3.39,5.14,3.40,7.10,,
February,4.41,2.35,2.49,4.00,3.20,1.61,2.92,8.98,0.59,2.90,,
March,5.91,2.40,3.00,3.38,3.94,1.90,3.60,2.47,2.31,2.80,,
April,2.72,4.00,2.45,0.67,2.58,2.33,0.45,1.20,3.14,2.10,,
May,2.71,3.21,2.80,3.19,4.23,0.94,1.70,3.90,0.69,2.30,,
June,1.75,3.80,2.96,3.70,3.76,3.10,2.18,5.63,1.95,1.30,,
July,3.28,2.49,5.08,5.81,1.38,8.17,4.81,6.45,3.10,5.90,,
August,4.98,2.00,4.97,5.56,0.84,7.73,6.97,3.48,0.53,5.70,,
September,2.49,4.58,2.56,4.97,1.83,4.34,8.20,6.56,0.01,4.20,,
October,1.49,5.94,2.22,6.21,3.33,2.34,3.41,4.17,3.40,8.30,,
November,10.46,3.38,2.72,8.46,2.55,1.84,2.46,1.64,5.80,6.30,,
December,5.15,4.00,1.80,5.34,4.98,6.50,6.00,5.20,6.90,4.90,,
Total,50.09,42.77,34.89,56.14,36.48,48.17,46.09,54.82,31.82,53.80,,
Calc annual,50.09,42.77,34.89,56.14,36.49,48.17,46.09,54.82,31.82,53.80,,
Difference,0.00,0.00,0.00,0.00,-0.01,-0.00,0.00,0.00,0.00,0.00,,
