"HADLEY, HADLEY BOURNE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6489,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.96,2.76,3.65,1.50,2.99,2.15,3.45,2.02,4.00,,,
February,0.56,0.17,2.61,3.81,0.77,3.36,2.99,4.16,1.77,,,
March,1.48,1.53,2.07,2.45,1.31,0.84,0.48,2.85,2.10,,,
April,4.23,1.60,3.02,1.72,4.22,1.86,3.68,1.94,1.18,,,
May,0.76,1.30,0.93,2.28,4.00,2.63,2.81,1.27,1.84,,,
June,1.65,0.21,1.54,0.64,3.02,0.19,3.66,3.43,3.00,,,
July,5.31,0.30,3.77,3.42,4.91,4.21,2.93,2.60,1.89,,,
August,1.48,1.76,2.59,2.68,2.63,2.46,1.05,4.34,2.19,,,
September,3.07,2.52,2.35,1.77,3.64,3.78,1.62,5.95,,,,
October,1.82,0.81,0.93,5.25,3.86,3.74,3.10,2.76,,,,
November,1.61,2.02,1.77,1.89,2.56,2.07,5.30,2.90,,,,
December,3.05,1.54,3.15,2.58,3.40,2.39,0.40,3.99,,,,
Total,27.98,16.52,28.38,29.99,37.31,29.68,31.47,38.21,,,,
Calc annual,27.98,16.52,28.38,29.99,37.31,29.68,31.47,38.21,17.97,0.00,0.00,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,
