NORTH-BRENTOR-LANGSTONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX480824,Long,-4.14998,Lat,50.62149,Elevation,750,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1660/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,1.86,,3.3,7.04,4.76,5.91,1.15,,10.13,6.95,8.62,3.39,4.07,6.08,10.77,4.35,4.33,6.83,7.1,9.93,1.8,2.12,6.14,5.2,1.29,2.29,5.52,5.31,4.95,3.42,9.61,
February,,,,,,,,,,2.59,,5.07,2.45,4.68,1.28,5.29,,9.81,1.92,3.84,6.01,6.08,0.49,2.56,1.52,4.81,3.06,0.41,2.3,2.37,7.81,5.98,1.18,2.38,5.83,3.9,0.86,8.26,4.4,,
March,,,,,,,,,,0.72,,1.43,3.14,5.58,3.95,1.18,,5.55,0.68,1.41,3.63,5.1,4.09,0.93,0.27,1.92,1.94,10.2,2.69,2,3.54,5.79,4.46,1.27,4.92,1.94,1.57,5.67,2.4,,
April,,,,,,,,,,0.94,,3.99,3.99,2.43,3.94,5.59,,3.31,0.08,4.45,2.74,0.79,2.74,1.55,3.35,1.54,2.7,3.92,2.55,3.06,3.5,2.96,4.04,3.21,0.63,1.59,1.36,0.44,0.94,,
May,,,,,,,,,,4.78,,3.71,5.28,3.01,3.14,2.16,,3.08,4.47,1.37,1.46,2.59,7.86,5.76,1.06,4.84,4.22,3.48,2.94,3.73,2.38,4.87,3.67,4.7,5.11,4.4,1.32,2.9,4.31,,
June,,,,,,,,,,3.02,,4.35,1.08,2.93,3.45,5.06,,1.63,1.95,4.02,1.25,3.01,0.57,3.5,4.83,5.83,4.72,4.58,3.84,0.66,2.5,2.91,1.56,3.76,4.28,2.86,2.75,4.02,3.53,,
July,,,,,,,,,,2.84,,6.89,6.61,4.62,1.1,0.92,,3.5,4.63,8.54,4.7,1.9,3.34,3.74,4.36,4.59,2.83,3.57,2.48,2.11,5.64,3.61,2.14,4.52,4.19,1.66,5.72,4.6,3.99,,
August,,,,,,,,,,5.29,,7.34,2.89,2.2,4.93,2.37,,,6.87,3.07,0.31,4.98,4.55,4.29,3.51,4.1,5.94,1.97,4.58,3.03,9.37,7.12,7.68,2.76,3.99,0.24,4.29,-999,6.21,,
September,,,,,,,,,,0.46,,2.55,4.94,1.89,4.5,6.4,,4,2.51,1.69,2.57,0.68,4.36,5.8,4.77,2.93,8.56,3.27,3.17,5.01,7.62,5.21,4.42,4.6,5.75,2.77,7.52,-999,7.75,,
October,,,,,,,,,,10.14,,1.62,11.54,6.18,4.78,8.81,,3.97,6.39,3.94,4.39,2.44,3.45,4.79,7.69,6.53,3.04,2.34,4.64,8.69,2.13,2.14,5.38,3.46,5.04,3.62,2.84,6.53,,,
November,,,,,,,,,,18.74,,11.39,2.83,1.88,2.53,8.21,,2.58,8.84,9.78,9.23,3.67,1.03,3.57,9.62,0.62,11.71,3.66,2.93,7.64,8.86,8.4,3.93,4.34,10.69,6.21,2.46,3.44,,,
December,,,,,,,,,,14.78,,2.67,1.83,2.24,15.17,6.45,,,6.77,3.19,5.24,3.96,9.17,3.98,3.74,6.86,7.35,4.03,9.63,2.35,5.39,5.13,3.88,1.52,4.96,6.51,6.58,3.84,,,
Total,,,,,,,,,,66.16,,54.31,53.62,42.4,54.68,53.59,,,52.06,53.92,44.92,39.27,47.73,51.24,49.07,48.9,62.9,48.53,51.68,42.45,60.86,60.26,47.54,37.81,57.68,41.22,42.58,54.45,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937 Aug Dec in brackets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957 Aug Sept apportioned Combined value 9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939 total fixed to match monthly sum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
