STANDON-HATTON-WW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ829370,Long,-2.2558325,Lat,52.930129,Elevation,355,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,2.21,3.5,1.49,1.95,1.33,2.8,2.9,3.17,3.64,2.46,2.53,2.54,3.1,2.77,5.9,2.11,4.61,2.92,3.54,2.46,3.34,1.62,5.02,3.76,3.52,6.85,3.41,2.47,3.48,4.95,3.65,2.5,2.74,2.01,6.6,2.07,1.1,1.53,2.82,0.99,1.52,2.35,3.36,2.22,2.85,3.05,4.81
February,,,,,2.2,3.09,3.51,1.35,1.97,1.74,3.15,0.3,2.75,5.12,0.91,3.97,2.95,1.72,2.99,0.6,0.43,3.26,0.26,4.87,0.45,3.61,1.91,4.95,0.81,1.62,2.96,2.99,1.43,1.21,1.51,2.5,5.26,1.04,1.41,0.91,4.6,1.78,0.97,1.74,2.71,2.05,0.76,2.78,4.21,0.54,2.21
March,,,,,3.01,1.27,2.31,1.83,2.25,4.97,2.22,1.55,2.86,1.68,1.11,1.02,0.85,3.46,1.87,0.5,3.41,0.18,1.88,3.13,2.27,0.73,1.99,2.75,0.73,1.84,2.38,3.33,2.02,0.96,0.6,1.14,1.03,5.29,1.12,1.9,1.7,3.72,1.61,1.16,2.26,2.92,1.6,2.66,1.51,1.92,1.34
April,,,,,1.02,1.36,1.74,1.56,1.25,1.63,4.43,1.48,2.02,2.43,2.8,1.41,1.52,2.19,2.12,0.6,2.34,4.45,3.38,0.95,2.47,3.52,2.06,3.18,0.22,1.7,3.24,1.5,1.24,0.97,2.16,1.42,1.13,2.53,2.12,2.4,2.91,1.84,2.68,2.27,0.59,1.62,1.39,0.3,0.92,3.17,1.4
May,,,,,2.93,2.34,1.97,2.13,1.85,0.92,2.96,1.64,0.77,4.13,3.88,4.19,3.44,1.87,0.68,2.02,2.15,4.21,5.17,1.23,1.23,0.88,0.71,2.06,2.19,1.11,1.85,3.62,3.7,3.06,1.07,3.71,1.73,2.66,1.52,1.87,1.2,2.91,1.84,2.21,1.71,3.68,1.16,1.38,2.55,1.01,2.18
June,,,,,1.31,1.27,2.25,2.05,1.12,1.65,2.55,0.33,0.9,0.55,2.39,0.1,2.07,5.14,4,1.5,1.09,4.05,0.79,2.88,1.28,3.31,4.3,0.9,1.69,1.7,1.1,0.88,0.53,2.39,1.91,2.35,2.56,1.28,4.41,0.76,1.21,1.69,2.52,3.44,3.4,3.08,3.31,2.92,4.53,1.21,2.65
July,,,,,5.43,6.76,2.26,1.14,3.17,1.76,5.53,0.67,4.46,3.31,5.42,2.53,2.27,4.28,1.69,2.84,6.92,2.95,3.17,2.47,1.1,0.54,6.11,3.86,3.18,8.64,2.42,2.77,3.51,2.3,3.43,1.41,2.09,3.67,2.07,1.21,2.19,1.91,1.21,3.76,3.52,0.86,3.87,4.84,3.72,1.5,3.01
August,,,,,3.28,2.83,2.53,5.6,2.53,2.59,1.39,4.35,3.66,3.3,4.21,2.88,2.82,4.83,3.74,3.31,3.64,5.41,1.46,0.94,2.98,1.84,1.38,1.28,3.32,1.28,0.6,4.55,1.93,2.66,2.79,3.02,4.79,0.78,4.87,2,4.99,4.02,1.86,3.2,5.42,1.47,5.01,5.48,3.97,0.81,4.59
September,,,,,1.61,0.6,1.87,1.54,6.06,2.96,3.09,0.81,3.33,2.84,4.34,4.75,1.33,3.69,1,1.06,3.27,2.71,2.04,1.41,2.07,4.72,3.76,2.2,1.31,1.17,2.01,0.63,1.97,3.84,4.88,1.4,4.44,1.53,2.52,0.55,4.02,1.91,2.31,2.33,3.33,2.36,2.65,6.31,3.77,0.3,4.63
October,,,,,1.98,2.08,4.07,6.17,1.49,3.4,2.58,2.53,0.42,3.54,4.27,4.33,2.74,2.24,4.25,4.38,4.09,1,5.96,5.73,2.98,6.35,2.35,2.17,3.64,3.02,4.23,3.46,2.85,2.22,4.31,5.01,0.56,0.55,2.46,4.27,1,0.84,3.56,1.8,5.91,1.43,2.21,2.41,3.69,2.06,4.51
