"BEACON FELL, BARNSFOLD - monthly gauge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD576415,Long,-2.64627,Lat,53.867968,Elevation,506,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR3098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,5.07,2.35,5.89,3.18,2.26,1.95,5.33,2.2,3.49,1.58,3.27,2.29,2.78,0.69,3.55,3.94,4.16,1.47,2.21,3.76,3.2,2.06,4.21,2.05,3.03,1.94,4.54,1.4,3.25,3.78,4.09,5.43,,,,
February,,,,,3.1,3.11,1.65,2.21,0.96,2.26,0.85,0.42,2.61,4.36,4.99,0.51,2.08,3.46,3.09,1.9,3.01,1.72,1.87,3.4,2.65,1.9,2.72,1.64,2.66,1.9,4.1,4.27,1.83,1.68,2.72,3.93,,,,
March,,,,,2.96,3.8,3.65,2.69,3,3.15,4.2,1.11,0.9,1.04,2.77,4.32,4.8,3.97,1.27,2.03,0.25,2.38,3.07,3.56,2.9,3.2,3.2,4,2.56,2.74,0.89,1.67,6.23,4.86,4.13,2.34,,,,
April,,,,,1.01,1.7,3.05,1.77,1.91,2.63,1.63,2.1,1.64,0.47,2.07,2.32,2.07,2.52,2.23,3.02,1.83,1.82,1.54,1.93,2.41,2.66,1.7,1.55,2.12,4.45,2.68,2.8,0.57,4.49,0.89,3.34,,,,
May,,,,,1.89,1.87,5.71,2.03,0.93,2.59,2.28,2.6,4.87,1.81,2.58,0.46,0.52,2.05,3.53,2.2,1.45,0.92,3.23,3,3.12,0.81,4.86,3.39,2.49,2.15,2.57,1.34,2.57,2.89,2.39,2.12,,,,
June,,,,,0.74,3.2,2.39,0.7,2.43,1.06,4.42,1.57,3.61,2.05,4.09,2.61,3.29,4.89,3.34,2.48,2.62,1.75,0.95,1.67,1.61,2.97,1.93,8.11,2.34,2.7,2.84,3.92,8.26,2.45,2,2.04,,,,
July,,,,,7.4,2.15,6.09,2.26,7.14,3.2,4.25,3.87,1.86,5.41,4.88,5.94,3.43,1.75,0.89,1.61,2.61,1.06,4.81,4.5,1.75,3.08,2.27,4.05,6.12,6.64,5.35,1.08,6.13,2.05,4.73,4.07,,,,
August,,,,,3.62,1.76,3.1,2.14,4.91,7.37,7.09,10.25,5.09,4.93,6.54,5.42,4.1,4.59,4.89,2.06,5.02,2.96,3.23,5.31,4.61,4.77,3.75,5.93,4.32,3.66,5.57,3.8,7.05,2.22,2.77,5.05,,,,
September,,,,,3.5,6.04,4.6,5.64,2.48,4.07,4.8,3.97,5.39,5.57,0.69,1.41,5.72,3.88,0.95,6.42,2.21,1.28,1.49,4.82,1.86,3.65,1.36,0.93,6.03,3.03,0.57,4.5,2.29,2.26,3.78,0.79,,,,
October,,,,,3.29,5.4,6.43,2.43,2.99,3.3,3.97,3.36,4.41,5.79,4.22,5.52,3.75,2.52,3.31,2.52,6.29,3.84,4,8.35,2.95,3.66,6.71,3.94,2.64,5.26,3.77,3.97,4.79,2.33,1.89,1.72,,,,
November,,,,,1.6,3.5,4.01,2.54,5.41,2.4,6.97,4.2,3.03,2.66,3.95,3.42,1.34,4.66,3.46,1.94,3.38,4.55,1.93,3.89,3.36,3.96,3.38,3.07,3.72,1.91,5.2,3.6,4.34,4.94,4.86,1.79,,,,
December,,,,,4.91,1.99,4.92,2.96,2.89,4.12,0.58,6.69,2.51,3.56,3.79,4.03,4.72,3.9,3.39,2.84,4.43,3.9,3.53,2.57,3.05,0.72,3.77,3.92,3.2,6.41,3.56,6.05,4.29,3.03,4.82,7.8,,,,
Total,,,,,39.09,36.87,51.49,30.55,37.31,38.1,46.37,42.34,39.41,39.23,43.84,38.25,38.6,38.88,33.9,32.96,37.26,27.65,31.86,46.76,33.47,33.44,39.86,42.58,41.23,42.79,41.64,38.4,51.6,36.98,39.07,40.42,,,,
