HOLNE-ASHBURTON-(CHURCH-PARK-COTTAGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX705693,Long,-3.8269,Lat,50.5096,Elevation,620,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,4.61,2.76,8.02,11.39,14.36,8.79,8.9,4.61,8.6,12.13,12.46,10.92,15.84,5.02,14.69,7.66,14.16,6.93,9.08,1.47,12.43,14.35,14.31,12.69,5.2,8.44,9.79,15.51,7.33,4.86,12.05,,,,
February,,,,,,,11.52,1.34,4.72,9.62,1.8,0.2,9.37,16.55,2.72,10.08,6.22,6.1,7.41,4.8,2.77,5.9,0.04,6.8,0.33,8.3,6.77,14.98,3.35,4.65,9.87,9.07,0.53,4.75,1.31,7.29,7.82,,,,
March,,,,,,1.36,4.76,5.71,2.97,8.83,7.08,5.92,8.15,3.47,4.35,0.62,1.84,8.41,8.62,0.65,4.44,3.67,5.06,9.59,5.9,2.06,7.25,7.81,0.44,2.32,5.77,6.1,6.53,2.05,0.22,3.1,4.35,,,,
April,,,,,,2.13,1.5,2.75,2.98,3.49,7.29,1.17,7.42,6.53,7.3,5.12,3.9,3.27,3.22,0.6,4.79,5.4,5.99,3.12,5.06,9.15,4.39,5.87,0.22,4.99,4.62,1.26,4.58,2.15,4.06,2.47,3.04,,,,
May,,,,,,4.61,2.15,3.77,1.45,1.62,3.57,4.08,1.28,3.61,7.64,6.49,2.77,0.88,1.14,6.29,2.82,4.52,5.54,3.22,2.64,3.38,1.28,4.68,5.54,0.78,2.15,3.41,11.43,8.95,1.09,4.44,6.81,,,,
June,,,,,,1.99,3.09,3.77,2.12,0.97,2.48,0.09,1.44,0.26,3.58,0,5.06,3.81,3.64,3.06,0.86,5.49,5.32,2.56,2.48,7.12,2.3,1.78,2.8,5.07,0.74,2.95,0.75,1.95,4.93,6.02,,,,,
July,,,,,,5.17,1.55,3.42,5.64,1.69,5.96,1.8,7.27,1.84,7.09,4.14,1.61,5.93,2.33,2.57,4.15,6.07,4.18,4.45,0.68,0.51,10.74,1.54,5.24,10.74,4.59,1.56,3.4,3.61,4.75,3.75,,,,,
August,,,,,,2.65,6.28,10.18,3.48,5.25,2.07,3.36,5.12,5.02,6.72,5.07,2.72,5.83,3.11,3.74,7.13,5.63,2.08,1.64,5.92,3.2,0.52,0.9,8.46,4.53,0.14,6.77,4.67,4.91,5.35,3.54,,,,,
September,,,,,,0.82,3.12,3.41,12.22,3.83,3.01,1.49,4.36,6.11,8.25,5.55,1.43,8.04,2.36,0.79,9.63,1.82,7.38,3.62,6.03,6.61,4.94,3.02,2.14,0.94,2.65,0.79,4.6,5.75,3.9,5.66,,,,,
October,,,,,,6.77,11.74,10.18,4.02,1.87,6.1,2.61,2.43,12.83,10.72,8.03,4.64,5.77,13.04,10.59,7.61,1.26,13.29,7.23,6.6,7.33,2.35,4.64,9.2,7.51,8.99,3.03,4.77,6.3,9.84,7.86,,,,,
November,,,,,,5.38,10.5,3.66,7.43,6.54,4.57,7.21,5.71,6.14,6.71,6.24,15.36,5.51,12.33,23.98,12.05,15.89,5.46,1.63,3.23,11.07,6.98,5.52,13.4,15.06,14.87,4.89,1.84,3.97,15.77,1.66,,,,,
December,,,,,,18.21,6.02,1.53,12.11,14.4,11.67,4.57,12.44,8.15,13.73,11.64,0.63,8.39,8.65,19.84,7.32,4.22,5.98,3.33,25.03,8.97,13.09,7.42,8.58,5.19,7.08,7.73,11.19,6.32,6.99,12.22,,,,,
Total,,,,,,,66.84,52.48,67.16,69.5,69.96,41.29,73.89,75.12,87.41,75.11,58.64,72.86,81.69,81.93,78.26,67.53,74.48,54.12,72.98,69.17,73.04,72.51,73.68,74.47,66.67,56,64.08,66.22,65.54,62.87,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915 Feb 5th Gauge moved 0.25 mile S from the Vicarage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915 Feb 16th Gauge overflowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
