"BRIGG STATION",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR51,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.88,1.85,1.89,,,,,,,,,
February,1.73,0.10,2.49,,,,,,,,,
March,2.39,0.52,1.38,,,,,,,,,
April,3.51,0.85,1.17,,,,,,,,,
May,3.32,1.47,0.73,,,,,,,,,
June,1.64,0.07,1.10,,,,,,,,,
July,3.01,0.45,3.29,,,,,,,,,
August,0.87,2.19,1.80,,,,,,,,,
September,1.57,0.79,1.85,,,,,,,,,
October,1.27,0.81,1.14,,,,,,,,,
November,0.31,1.50,0.90,,,,,,,,,
December,1.76,1.90,1.78,,,,,,,,,
Total,23.26,12.50,19.52,,,,,,,,,
Calc annual,23.26,12.50,19.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
