"GOYTRE. GOYTRE HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4023,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,7.52,5.06,5.59,2.41,6.77,5.62,8.53,5.87,9.15,1.96,10.56,
February,1.42,0.19,6.17,11.92,1.03,7.98,3.42,4.59,4.80,1.40,0.82,
March,6.48,3.81,5.06,2.71,2.59,0.47,0.79,5.30,7.24,0.35,4.30,
April,6.66,1.23,3.83,3.67,4.09,3.26,3.08,1.12,1.74,0.72,4.38,
May,3.79,1.81,1.16,2.43,5.93,5.62,3.44,1.27,0.73,3.80,1.38,
June,3.98,1.22,0.74,0.53,2.60,0.00,2.56,4.69,2.38,2.54,0.73,
July,6.20,1.03,6.12,2.07,6.85,2.96,2.76,6.21,2.18,2.19,4.27,
August,1.47,3.70,3.44,4.33,4.96,6.86,4.07,5.38,3.09,2.03,6.90,
September,2.67,2.61,2.61,4.22,7.88,4.85,1.03,6.10,1.42,0.92,5.79,
October,5.00,2.32,1.69,8.28,7.94,6.17,4.84,4.43,10.04,8.73,5.72,
November,2.88,4.19,3.11,3.38,4.48,2.89,11.56,5.00,5.99,15.69,6.12,
December,7.30,3.23,8.71,4.18,9.97,4.77,0.56,5.07,4.60,15.01,5.94,
Total,55.37,30.40,48.23,50.13,65.09,51.45,46.64,55.03,53.36,55.34,56.91,
Calc annual,55.37,30.40,48.23,50.13,65.09,51.45,46.64,55.03,53.36,55.34,56.91,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
