"YEOVIL GASWORKS",,,,,,,,,,,,
Grid ref,ST561159,Long,-2.626189,Lat,50.940860,,,,,,,
Station no,RR1265,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.27,2.89,1.19,2.87,3.94,0.60,4.66,0.79,0.95,1.05,,
February,6.02,1.32,1.20,1.61,4.25,0.85,2.25,1.14,1.04,0.52,,
March,1.60,2.91,1.74,3.92,1.42,4.09,1.01,0.41,3.39,3.52,,
April,1.34,3.76,2.22,2.98,1.40,1.91,0.84,4.98,1.88,2.61,,
May,2.08,1.70,2.17,2.43,2.78,0.38,2.41,1.85,1.45,1.37,,
June,2.34,0.87,3.61,3.17,0.75,3.37,2.05,1.90,0.35,2.65,,
July,1.19,2.96,1.96,2.98,4.50,0.31,1.06,1.13,1.37,2.86,,
August,2.28,2.23,3.64,3.37,3.22,3.48,0.94,1.93,2.38,2.19,,
September,0.50,2.57,1.58,2.78,1.64,1.23,0.73,0.53,2.03,2.74,,
October,2.84,2.04,2.17,6.79,1.54,2.15,4.55,7.32,2.05,5.36,,
November,3.31,0.98,4.50,1.54,1.10,3.74,2.90,3.36,0.85,0.56,,
December,6.11,6.21,1.75,2.94,2.91,0.69,1.40,4.30,2.40,4.36,,
Total,33.88,30.44,27.73,37.38,29.45,22.80,24.80,29.64,20.14,29.79,,
Calc annual,33.88,30.44,27.73,37.38,29.45,22.80,24.80,29.64,20.14,29.79,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
