LYME-REGIS-ROUSDON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY297905,Long,-2.9964,Lat,50.7107,Elevation,516,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,3.43,2.85,4.27,3.38,1.48,0.74,4.02,2.27,1.81,2.96,3.63,4.14,1.03,2.58,0.98,5.16,5.03,3.22,0.98,3.39,4.42,1.18,6.39,1.13,1.04,1.36,3.23,0.98,4.46,6.87,0.84,3.56,0.98,1.19,3.92,5.37,4.67,2.85,,,,,,,,,
February,,,,,4.52,3.79,1.02,0.55,0.62,2.34,1.31,0.02,1.25,3.65,2.77,0.06,0.61,4.04,2.14,3.8,4.92,1.27,1.82,1.61,4.93,0.64,3.73,1.67,2.13,0.27,3.71,1.88,3.62,0.93,3.86,5.44,5.84,1.47,1.71,4.58,0.54,,,,,,,,,,
March,,,,,2.78,1.63,4.2,1.35,4.16,2.82,1.31,3.93,0.8,0.28,1.5,2.89,3.45,4.49,1.45,0.38,1.5,2.6,2.18,3.62,1.89,4.82,1.59,0.71,3.04,5.4,0.77,2.74,5.21,2.88,5.15,0.98,3.73,2.96,1.86,4.95,3.33,,,,,,,,,,
April,,,,,2.04,2.75,2.64,1.01,1.71,3.47,4.1,1.2,1.12,0.24,2.19,2.18,0.35,3.66,1.48,3.73,1.82,3.33,1.82,3.22,1.14,2.55,0.89,4.11,2.87,1.98,1.79,2.04,0.14,3.17,1.38,0.87,0.6,1.17,1.82,2.28,3.84,,,,,,,,,,
May,,,,,1.3,2.78,3.99,2.31,1.77,1.76,3.63,3.27,1.06,0.83,2.51,0.38,0.06,1.46,3.42,1.21,1.83,1.47,1.96,2.42,3.35,0.49,3.12,2.38,1.7,1.16,3.08,0.61,2.1,2.85,1.87,2.24,2.17,2,1.68,0.98,1.73,,,,,,,,,,
June,,,,,2.52,2.1,0.69,0.19,3.86,0.45,2.81,2.05,1.71,0.64,2.16,1.43,1.6,3.47,1.05,1.11,3.41,2.15,3.22,1.98,0.99,1.85,1.26,2.11,0.54,4.53,2.08,1.62,3.93,0.76,2.27,1.49,1.68,1.75,1.02,0.78,2.55,,,,,,,,,,
July,,,,,3.88,0.26,2.62,0.9,5.25,3.39,4.32,2.99,3.87,5.51,4.58,2.53,1.69,1.02,0.23,0.98,0.99,2.77,2.18,2.9,5.84,0.5,1.33,1.65,1.49,3.3,3.08,0.28,2.24,0.27,6.12,3.75,0.93,2.63,4.92,2.42,5.03,,,,,,,,,,
August,,,,,1.45,1.98,1.68,2.02,2.79,3.37,3.74,6.12,3.25,1.24,2.06,3.09,2.11,5.21,1.28,1.75,1.97,1.69,3.51,4.28,3.7,2.96,0.94,1.48,4.17,2.67,3.72,0.41,7.28,1.3,2.96,1.91,4.03,5.21,2.3,4.1,1.34,,,,,,,,,,
September,,,,,2.17,4.75,2.57,3.12,1.03,1.31,0.98,1.86,2.31,2.23,2.48,0.74,6.29,3.07,1.25,2.2,0.69,3.73,2.19,4.48,2.1,1.68,1.26,0.88,3.03,2.37,0.29,1.23,1.39,3.43,2.9,1.5,2.23,2.15,6.29,1.54,1.46,,,,,,,,,,
October,,,,,0.77,5.01,4.32,3.58,1.68,4.49,1,7.33,3.66,2.83,3.7,3.93,2.61,1.57,4.81,2.34,2.45,2.87,3.58,6.13,2.21,2.46,5.1,7.62,5.16,5.51,4.86,3.76,4.51,3.61,3.86,7.24,6.63,3.25,2.18,2.03,2.51,,,,,,,,,,
November,,,,,1.69,3.72,2.76,3.54,8.99,1.53,2.92,4.37,3.46,2.35,6.89,6.74,1.09,0.81,4.89,3.67,3.48,0.67,4.18,1.53,1.76,5.42,3.14,2.9,1.07,0.94,4.94,3.92,1.31,3.3,3.88,2.73,4.36,1.64,2.42,2.47,1.64,,,,,,,,,,
December,,,,,3.99,2.5,7.02,3.38,3.08,2.5,2.5,4.47,1.45,3.76,2.68,3.62,6.57,6.06,3.84,2.98,5.68,6.41,2.13,3.76,3.42,1.04,2.14,4.8,3.8,5.56,6.21,7.7,5.25,2.03,7.43,8.01,4.76,1.08,3.19,5.04,4.08,,,,,,,,,,
Total,,,,,30.54,34.12,37.78,25.33,36.42,28.17,32.64,39.88,25.75,26.52,37.15,31.73,27.46,37.44,26.82,29.31,33.77,32.18,29.75,39.32,35.75,25.59,30.89,31.44,30.04,35.05,37.76,27.17,41.44,31.4,42.52,39.72,37.94,26.5,33.31,36.54,32.72,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appears it might have moved in 1892 as elevation changed by 8ft but no info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good open position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
