WEARDALE SMIDDY SHAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NZ039462,Long,-1.940844,Lat,54.810648,Elevation,1128,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,5.37,0.93,1.7,1.84,5.38,4.2,2.03,1.18,3.9,2.61,0.58,3.33,1.06,1.89,1.79,4.01,1.86,4.64,4.38,1.84,2.35,2.49,7.02,2.99,4.29,3.76,5.68,4.39,1.27,2.18,2.55,3.23,2.05,5.08,2.05,4.51,2.67,1.97,1.95,2.22,1.96,4.87,4.52,3.02,5.91,2.55,4.64,3.4,4.12,1.98,5.06,2.24,2.85,9.53,0.98,2.55,2.58,3.22,0.65,3.16,2.64,4.08,2.63,2.58,3.21,4.93
February,,,,,,1.86,0.58,1.77,2.22,1.82,9.07,1.03,1.54,3.48,3.44,1.21,1.58,1.54,2.35,2.07,2.96,1.07,3.35,1.45,2.11,3.81,5,1,3.13,2.63,2.62,0.2,2.67,4.77,1.02,4.27,2.53,1.25,1.67,1.68,2.13,1.99,1.19,4.48,0.39,5.55,3.63,5.13,1.86,2.01,3.16,6.54,2.84,1.84,2.72,2.47,1.27,5.86,2.08,1.57,5.76,3.49,0.55,2.2,2.68,2.86,3.92,3.25,4.26,0.35,3.74
March,,,,,,3.2,3.83,5.22,2.2,1.44,1.79,3.66,1.69,3.64,3.18,2.65,1.64,1.8,5.3,6.24,0.88,3.39,3.49,5.4,1.89,2.06,6.09,2.49,2.03,4.5,3.96,1.56,2.15,2.85,1.21,2.34,0.6,2.77,4.38,0.19,3.55,1.93,2.33,1.35,4.62,1.48,2.52,4.97,0.85,4.38,3.18,3.73,2.6,0.98,0.89,0.62,2.02,7.77,1.25,1.94,0.98,4.39,1.5,0.18,2,1.92,1.31,1.45,3.04,1.18,2.62
April,,,,,,1.93,1.27,2.05,2.5,3.71,1.74,1.73,1.83,1.69,2,3.59,2.35,2.03,4.04,2.87,2.77,1.41,0.33,3.82,1.2,0.87,2.08,2.61,1.81,1.76,4.31,1.73,2.74,2.09,1.61,4.27,1.76,2.31,0.96,1.76,2.87,4.03,2.98,1.6,5.68,3.46,2.1,2.68,0.27,1.4,1.47,1.8,1.52,1.97,1.5,2.49,1.58,5.43,1.62,2.16,2.22,2.39,1.78,2.97,0.79,0.5,1.2,0.36,1.48,2.87,1.61
May,,,,,,0.78,0.7,1.63,2.4,4.51,1.73,2.1,2.65,3.39,3.06,1.09,5.17,4.07,2.93,2.14,2.48,0.93,3.25,2.65,1.5,2.12,4.96,2,2.04,1.48,4.22,1.65,0.63,2.6,5.84,3.62,2.45,1.85,1.9,1.53,1.44,3.02,4.09,3.09,1.87,1.27,2.01,3.67,3.09,1.74,1.21,2.13,1.77,3.47,2.32,4.42,2.58,2.27,1.69,1.07,2.37,4.73,1.79,2.88,4.71,2.24,0.68,1.74,3.48,0.8,2.19
June,,,,,,2.74,2.02,3.65,2.18,1.19,3.85,1.61,2.82,2.29,1.86,1.05,1.2,3.84,0.66,3.83,1.41,4.05,6.13,1.33,3.98,0.84,2.29,2.79,0.62,1.01,1.14,0.48,1.3,1.13,2.49,0.15,4.49,3.45,5.48,1.49,1.5,4.78,1.14,2.43,3.38,3.28,4.01,1.01,2.79,2.93,0.77,0.48,2.13,1.6,2.01,3.36,2.28,4.23,4.66,1.14,1.23,1.53,1.48,3.67,2.08,2.8,3.35,1.88,3.68,2.48,0.47
July,,,,,,6.93,2.73,1.01,1,4.15,1.54,3.48,3.88,5.05,2.45,0.88,0.97,2.09,2.55,2.43,3.34,0.57,5.25,1.84,1.67,3.27,4.28,1.57,3.44,1.97,4.37,2.1,6.2,2.31,4.82,2,3.51,4.68,1.51,3.45,7.6,4.47,3.93,2.08,3.26,0.98,2.84,2.14,2.8,4.15,7.13,1.99,2.63,2.16,2.4,2.23,4.48,3.3,1.33,2.5,3.65,2.17,1.35,2.15,1.86,1.29,3.05,3.87,2.94,1.35,5.39
August,,,,,,2.86,2.69,3.46,2.61,0.85,7.19,2.18,1.98,2.67,3.28,4.15,4.05,2.06,2.42,4.1,4.41,2.97,7.48,1.54,1.76,4.11,3.22,8.2,2.25,3.06,2.14,6.14,2.72,4.91,2.64,3.5,2.59,7.3,4.6,3.15,4.83,4.6,1.98,1.49,3.29,1.55,1.86,2.51,3.27,6.57,0.97,2.33,3.18,5.44,1.84,4.93,4.45,0.21,4.31,3.29,5.58,6.11,3.72,4.57,7.38,1.04,9.46,4.49,2.64,0.69,3.46
September,,,,,,0.47,4.37,2.94,0.88,3.21,0.91,1.66,1.2,3.28,0.8,2.85,1.24,0.33,2.9,2.77,0.57,2.49,2.93,3.77,1.78,1.63,2.23,1.29,6.66,1.43,1.77,0.98,4.78,2.68,3.56,3.25,3.41,5.2,1.31,1.24,4.52,2.87,2.67,2.97,1.87,5.43,3.35,2.31,2.1,2.32,1.86,0.52,3.32,3.11,5.71,1.96,4.27,1.91,2.92,3.51,4.21,2.03,4.7,2.1,3.1,1.29,3.32,3.66,2.59,1.23,2.98
October,,,,,,5.19,5.06,1.81,6.86,2.57,5.99,2.81,3.78,9.8,0.93,2.61,4.58,7.31,3.11,2.95,3.11,3.54,2.81,4.6,2.55,1.13,3.99,3.16,3.33,5.23,2.68,2.16,1.8,2.88,4.55,3.24,3.23,2.3,4.78,2.48,2.9,1.13,4.82,4.59,4.89,5.02,1.95,2.7,4.81,7.09,4.88,3.79,3.03,2.51,4.66,4.17,1.41,1.51,1.51,3.35,1.71,0.89,4.05,2.02,4.6,2.01,1.94,2.17,2.15,1.73,10.64
